c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
3.6094784496182775,-0.00034776613926464593,-7.266931481481902e-10,0.0020142539112643775,0.007570747003601411,1.4127006927308685,0.031796192740838496,3.079378091229567,2.602287652093985,14.031252189224686,13.997944402304116
