c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
10.735916300718252,2.6759228194464395,-3.659573224166952,5.255691178831039,2.561002930741985,4.274900718669371,1.6353626799118717,1.3537744171024548,-0.8189044989822487,1.7180382008604111,-1.812893455967529,-1.8650082049510341,-13.208161194319366,3.6680509519736897,1.280499572815293,12.873058577783643,12.887657275209213
