train set,c0,c1,c2,c3,rmse,kfold rmse
gov,12.691155933948034,-3.693753700837197e-10,0.04130773989648869,0.02539971009651459,14.683494895742186,14.771432245762425
bible,6.791617412306469,-1.9660127685902547e-09,1.9709313241631683e-05,-3.742407658689807e-05,12.328412924756007,12.168284065518487
