language to,c0,c1,c2,rmse,loo rmse
ka,32.67659850457659,-62.66088873937491,0.0,9.229375818640516,9.233025478652754
gu,38.09354636036319,-67.33719257953054,0.0,8.80977622352056,8.813122763229382
hi,40.9952689072057,-79.80270028215118,0.0,9.290574583043425,9.292269175602211
si,52.04590299833424,-102.96944037834011,0.0,11.65806252033137,11.661643775726809
ta,40.57186919823541,-80.99792873355486,0.0,9.453958181552856,9.456935525164782
