train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,2.5940790945834777,1.943299267947922,-6.798518813744932e-10,5.857575887496938,5.863171473211861
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,3.7384335078942525,2.594198919947988,0.9491362851908612,9.240716079203546,9.248712304117564
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,2.999009203874858,2.367837137533264,1.2965482451088748,6.921400945094779,6.904830043087858
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
