language to,c0,c1,rmse,kfold rmse
ka,55.02629935883709,1.9115420942317654,9.632161157905612,9.644868466384013
gu,41.599101152845655,1.160782855344965,9.742067206770566,9.75527779279934
hi,157.67150189439778,2.804319536940248,9.669867051113336,9.67613545351676
si,152.48671931029568,3.024594653631578,13.975831177051003,14.001810643567092
ta,140.17301621688648,3.012884535030925,10.744854206661476,10.762449321089788
