c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
26.280610467603065,1.804038519992651,1.5649745110290108,0.03370689841214417,-0.882623479449538,-2.634602500900318,1.4407178092083073,13.62308726046944,13.64286111776369
