train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,loo rmse
cc_align,100,bible,10,flores,-126.68056999305469,504.9987108147774,-163.69416498300228,-514.7851730852624,23.324989587322413,-25.637199829038313,-37.505154746454565,2.628041630653079e-06,0.7364261798184586
cc_align,100,bible,10,bible,371.9966678202135,-421.10568857350506,140.93284792596947,448.3068638508492,-517.8875885978132,-98.20343215716436,515.9206788705187,1.4213201861580157e-06,0.8031577939790879
cc_align,100,bible,10,gov,-112.63737856698489,511.20657501462074,-165.74669928245183,-520.4777101184626,-12.612047243149076,-34.003097857743434,-2.385257574670154,2.535045896442145e-07,0.7331240016117202
cc_align,100,bible,25,flores,-150.15420243914363,587.265307139154,-189.99475765241093,-598.2901049996099,31.67602126085698,-28.395473122989333,-47.521836084657814,4.0224563348682005e-06,0.8577619571299601
cc_align,100,bible,25,bible,404.56453023427196,-531.5967911278694,176.22353077271387,560.4608014183518,-520.4504331372267,-93.58048585360557,520.1552063583391,2.883694952327439e-06,0.964158041367632
cc_align,100,bible,25,gov,-111.58828214451005,506.3446984657617,-163.01466741800294,-514.0051459373532,-12.393545356309138,-33.75014908653424,-2.778888165519737,3.4927681589159778e-06,0.7249424821234303
gov,25,bible,1,flores,-161.4914977739258,556.2303117856356,-183.17240242504005,-571.879479415951,68.65247294278608,-17.342456085370163,-81.33572329645874,6.896923255280153e-07,0.8296748917442973
gov,25,bible,1,bible,98.94458055267708,197.85691444275338,-66.83566017795815,-197.95060134354134,-269.6786144552709,-75.17568032827513,260.4749584345752,2.063708509062097e-06,0.18827617201882166
gov,25,bible,1,gov,-162.28679070980795,561.548308614803,-185.02757035879947,-577.451046688328,67.70653250902801,-17.754244518821068,-80.28821380180868,2.338682960037997e-06,0.8371285531215645
gov,25,bible,10,flores,-291.58934330423716,953.2557277451003,-315.02149675834323,-982.1877971867459,145.28388068194116,-21.319859694310253,-162.59530668204238,9.870799076672615e-07,1.433081620297303
gov,25,bible,10,bible,294.6348420926757,-243.60798544379537,78.4863949958106,259.2072216385763,-444.44022842926546,-89.95960671038908,443.53624512249553,3.2337136608830217e-06,0.5157567146438307
gov,25,bible,10,gov,-288.0678611537149,1037.0591920724328,-336.88760516807383,-1059.5303348823904,90.91377030164249,-36.430936449527074,-108.28793496549777,2.594848240238739e-06,1.5292845790591563
gov,25,bible,25,flores,-327.18374054349596,1056.6807096272905,-348.1968574374137,-1087.6075879466366,168.29996410027354,-21.748386036939653,-187.2648112760908,1.446435386036642e-06,1.590190730124262
gov,25,bible,25,bible,372.08130754777034,-449.09903268134383,147.9748366914147,473.9251589769743,-492.17649461874606,-92.21235406461153,490.1341877893864,1.8184782081973476e-06,0.8335137599338305
gov,25,bible,25,gov,-251.78061472750588,1030.7727494011915,-331.07307928198725,-1046.4242809662906,21.05873533806644,-54.67372793919652,-44.89225975081633,9.512075770769473e-07,1.491577873653601
gov,1,bible,1,flores,-113.26445950707756,508.57946852594694,-165.31653720908275,-518.3940479034187,-8.950239068262285,-33.83893939899842,-7.369434611499655,2.1209896114610043e-06,0.7311407160166963
gov,1,bible,1,bible,225.24230408783313,102.38233801531537,-27.95198592425398,-85.23930520829825,-487.62119521237224,-124.66883566850265,465.22084638352055,3.499220247819217e-06,0.03408602857955961
gov,1,bible,1,gov,-145.50693403958383,665.6073382614671,-215.02283230959057,-676.5741513023656,-20.72716223819635,-44.67957223643212,1.9540512361890592,2.3049463234366384e-06,0.9524065943860418
gov,1,bible,10,flores,-241.7204757358549,900.0283093516879,-295.2471706459823,-922.8873059661103,65.8042897669522,-37.28558785338003,-85.54283236215225,9.237779616806603e-07,1.3257247560333756
gov,1,bible,10,bible,338.87526603104976,-173.7730934373196,59.84070015084475,196.26212735038231,-571.2467599321127,-126.40185481623286,559.0830065283942,3.18419114178271e-06,0.46341062541216527
gov,1,bible,10,gov,-158.74453766260802,962.5033842598846,-303.7611438516029,-966.3882638728539,-139.60461486918155,-89.88863319354107,108.93754977104359,4.1060891441636924e-07,1.330986949533982
gov,1,bible,25,flores,-260.10787367946534,933.3460459795739,-305.85017571776984,-957.0392411435982,88.89183626370492,-34.13816626021743,-109.09179770980968,2.804820451654892e-06,1.381672010572489
gov,1,bible,25,bible,348.4942116422874,-283.1772996350832,95.65009816454867,307.23001510941003,-529.7177463681012,-109.70700455534204,523.6163568279178,3.532500213760879e-07,0.6081387308244505
gov,1,bible,25,gov,-75.2234447712877,832.3492899351957,-257.09939667572047,-825.268508703072,-245.09265450692016,-110.24205680773966,208.14348522053513,9.041259035874997e-07,1.1010136662793737
gov,10,bible,1,flores,-164.5194196603629,592.8795269837317,-195.36688069077218,-609.3652153560658,56.654411258044036,-22.298536901216227,-70.60360521681858,2.959199740078969e-06,0.8787389201933958
gov,10,bible,1,bible,73.76559221662798,263.3205905526201,-88.5963973139622,-265.7960007013436,-249.54788530762602,-74.46349132649969,239.0018286795909,1.1704125369120588e-06,0.2905652877998334
gov,10,bible,1,gov,-170.2342945549416,624.2707151333236,-204.9835368401059,-640.5198667393618,53.089830080099134,-24.92841601713309,-67.92214081726664,2.1897374796245154e-06,0.9221866651470325
gov,10,bible,10,flores,-260.2918799755504,872.2452782618759,-287.55064093366343,-897.4894331384436,119.77898399015307,-22.871902593437824,-136.6084959849871,3.3410614177922864e-06,1.305867019290684
gov,10,bible,10,bible,263.061355131677,-124.85887323425207,39.828512448433926,137.79855481336782,-437.07494618447026,-95.68301364564446,432.44399105699284,7.182617600919479e-07,0.3413205553989907
gov,10,bible,10,gov,-233.16888776242314,1000.8481830844203,-322.46506503581924,-1016.8782092456765,-4.972950301739875,-57.95528890967138,-16.88323534583999,3.138079870360002e-06,1.4403596025870615
gov,10,bible,25,flores,-287.36208180744933,952.8967862858707,-313.3149170747123,-979.5230636432763,136.39198298729247,-23.482246584634265,-154.38625822397302,3.3184320211348416e-06,1.427748510870175
gov,10,bible,25,bible,419.11197502437466,-569.8961689388148,189.29101667569054,600.7439247345636,-532.2603752630724,-94.55452922209656,531.5378477098552,3.364943311155482e-07,1.0242921312352746
gov,10,bible,25,gov,-131.85146682266233,760.5692283595249,-239.6497507471672,-763.4549076395418,-95.83012227185328,-67.1639881738183,73.03847882596656,6.287048518908688e-07,1.0561009962201247
gov,50,bible,1,flores,4.793888163635767,-0.1621741592697955,-1.2307213073665388,-1.317800556784053,-0.13547057458200934,-2.47148738799783,-3.406371498808832,4.021615001258214e-08,0.053717104072502714
gov,50,bible,1,bible,14.290220015399873,-7.278084227759034,-10.247880263298551,-8.429696842098911,9.52968127492794,6.946499629279364,5.436693394644345,3.387755281818407e-08,2.864007928726148
gov,50,bible,1,gov,4.167224539930509,0.06060976389882225,-0.9216442444780695,-1.0861963637706749,-0.037912546550407225,-2.061847809209322,-2.8988694943735376,1.8832004520853987e-08,0.010025057926780073
gov,50,bible,10,flores,5.387842048394486,-0.3508302842529094,-1.538514172318874,-1.569826092546725,0.2875121327886755,-2.1460029848984905,-3.1413854889645454,1.7686712218835418e-08,0.15307020041556593
gov,50,bible,10,bible,18.93897199669147,-8.397788042035792,-12.400616484261182,-10.266674380776031,14.015090277783921,11.106662848720806,9.181633465476411,1.4292437840261826e-08,3.6578802200936162
gov,50,bible,10,gov,2.0823487179471813,1.924625346606304,1.060802828416737,0.3065405261800582,1.8787594466294961,1.4569629393829369,0.9926390915748601,2.1861131668864608e-08,0.35168582607725796
gov,50,bible,25,flores,5.145625692200924,0.40111872959980804,-0.780676701122154,-1.0152772398361085,0.23658912781502853,-2.1413166795195946,-3.1378121895160933,3.607666875340917e-08,0.037127600111022015
gov,50,bible,25,bible,23.17649880783123,-7.490518917608133,-12.29558445515404,-10.304784049059148,14.730367852465259,10.131916359204288,7.513821985916317,3.778309386500272e-09,3.634434579575485
gov,50,bible,25,gov,3.3004731970011196,3.421166772954748,2.3153165973782097,1.211014370514015,1.3567735832938697,0.11072984321463532,-0.6615561657481586,3.1513883841012925e-08,0.7140603475361796
bible,25,gov,1,flores,-445.01180456259175,1496.9820527523857,-497.8444298056634,-1545.8276393962967,204.97332892921193,-39.17650342647166,-232.65335610537034,1.4170707431526773e-06,2.245486882723427
bible,25,gov,1,bible,-272.1063141275827,1051.0612786919385,-344.294161504747,-1076.505925877864,59.62142879127793,-49.97292777631444,-87.50825278719776,1.455880250340558e-07,1.5416551077585472
bible,25,gov,1,gov,-128.36999147939147,694.9434501942487,-225.636756909836,-706.4489687475424,-42.43267559348708,-47.67193661838798,33.60037865028366,3.4871005429333237e-06,0.9833611350743121
bible,25,gov,10,flores,-789.5128207245591,2596.193067418534,-866.5044191076481,-2685.6121344874923,399.0688973229777,-58.144543626017246,-444.9834733807048,9.688662823382855e-07,3.9124690808625773
bible,25,gov,10,bible,-77.04946329631221,975.5095161796909,-312.22104002117925,-980.9107037580089,-297.644149601574,-133.6318511431329,253.03637038204405,1.394021461208165e-06,1.2973316611926131
bible,25,gov,10,gov,59.67172715659651,348.6357003400056,-114.36365994553731,-349.7831063238951,-247.3091040337006,-71.61886787721848,250.82862138183606,7.34329360415859e-07,0.408602363891077
bible,25,gov,25,flores,-760.6376515066756,2534.5615492900356,-845.2784776506526,-2620.392192597729,375.6300899532742,-61.6007493478314,-423.1965404673131,3.5172061982431063e-06,3.813308025209644
bible,25,gov,25,bible,31.811449531385637,789.7443257561199,-247.29082865928575,-782.3864095664065,-433.67563447291127,-155.0836414589978,388.1702858237335,3.299970981658876e-07,0.9760394678182022
bible,25,gov,25,gov,79.66509058844122,215.00112288114553,-71.83706332154037,-215.30821899291786,-222.85151722117686,-54.31388497282898,238.05604746450294,1.4052303776614075e-06,0.224166370832499
bible,25,gov,50,flores,27.42879467814601,-5.742252119318307,-10.464703490736177,-8.536784678312165,2.208552509261258,-9.24446640858313,-13.457147584859719,1.2900501183401927e-08,2.2749204272504007
bible,25,gov,50,bible,11.354452309155539,-2.4008973227363533,-4.747978475253395,-4.168701252221498,4.115829573510992,0.5473213800271115,-1.075328444673528,2.018339980934701e-08,1.1517338999390558
bible,25,gov,50,gov,15.919275720507112,-4.3546272683089935,-8.486644700807492,-7.636093456566316,20.104847112476094,20.736354244017765,19.4987260289426,1.233301741547261e-08,3.128991855130522
bible,1,gov,1,flores,-257.61195023136406,1272.0538823467568,-415.0729592216294,-1297.2384004878286,-75.0008203544809,-96.50636018452971,33.90952945791422,4.054128187522104e-06,1.8121389741841865
bible,1,gov,1,bible,-6.022264000675004,633.1222811108561,-197.64419564364155,-627.924500269218,-283.3564028359736,-111.97532584116955,243.10748921752565,2.3650580874160475e-06,0.8053611997917756
bible,1,gov,1,gov,165.97243190232035,637.294037384284,-188.8187476792018,-610.292006103007,-626.4270621210349,-192.28150958588085,577.5422973336109,3.4529478496878033e-06,0.6764567225319444
bible,1,gov,10,flores,-680.2726801273967,2532.884743333989,-839.9349773213916,-2608.611183468742,202.8665308205098,-104.0808317140934,-260.94976537005647,3.0906750453084148e-06,3.745934934210293
bible,1,gov,10,bible,68.92941298804153,640.1621758916605,-196.43611608024807,-626.8333960394806,-441.6008837149668,-149.06324811901948,397.0645775177692,2.1903070530169187e-06,0.7554574730292325
bible,1,gov,10,gov,105.85038684501453,387.89907157151845,-124.22517531635653,-383.34034115625417,-362.3778993554656,-103.43946892775985,356.1437027069356,2.964768650304993e-06,0.42206706385460974
bible,1,gov,25,flores,-758.4071693426474,2641.117275107802,-878.7438403205499,-2726.211947521425,317.9877312584481,-82.48160537777346,-372.59723330193253,1.966819128913633e-06,3.946012363736947
bible,1,gov,25,bible,96.54216431066038,563.821732248555,-170.92399678327342,-547.5969746228715,-462.665244235937,-148.8259794512162,420.57088168047756,2.234079367724574e-07,0.636889327865735
bible,1,gov,25,gov,38.79126105165043,380.9056293611344,-126.6386225325942,-385.71240057396056,-218.34539957680303,-63.85289354698125,227.995845901112,1.2018981271657933e-06,0.4665322875949615
bible,1,gov,50,flores,26.957886865562894,-6.281433084708766,-10.906708687105988,-8.852019556257304,2.3306144851280726,-8.83640868724592,-12.937163196292461,3.636173779535941e-08,2.398824665623165
bible,1,gov,50,bible,7.498246135842446,-0.8937188052772705,-2.6220675149169876,-2.52473688114199,3.369194999583681,1.1939082609864777,0.07944481376048695,2.6909866360133703e-09,0.6114690061110349
bible,1,gov,50,gov,16.99290181776742,-5.759992173833757,-10.004363449524243,-8.756769043854247,20.169605853224407,20.40338465379048,19.064150795042803,4.04324748824003e-08,3.50095508889041
bible,10,gov,1,flores,-399.5191258051099,1420.279764342773,-471.23065672392704,-1464.031561152189,149.41486887620897,-49.40098129309892,-179.91256629700692,2.1479867473656352e-06,2.11333642135835
bible,10,gov,1,bible,-206.64097667899145,934.9669410707713,-303.66676777306014,-952.465558685388,-18.74924963928885,-63.03156027331895,-11.709365176279299,1.6218995366328269e-06,1.3432690386908734
bible,10,gov,1,gov,-78.27461952966013,634.9976370176646,-204.2748565633912,-641.1075965662051,-117.35012381160101,-63.136785019485984,104.72422000801993,1.0578312569321142e-06,0.8685453178816638
bible,10,gov,10,flores,-740.8397531645663,2481.626206431853,-827.0078626661825,-2564.7199824208433,355.492307423625,-63.24256121680169,-403.1270299911199,1.8393438628596931e-06,3.729233222947075
bible,10,gov,10,bible,9.840220517352723,827.2098037700069,-260.0281426987605,-821.9141965033986,-405.193458377234,-152.23206005196224,356.58304001500943,2.1423032713744524e-06,1.0410993033127158
bible,10,gov,10,gov,71.35226185084501,347.40566554717543,-112.54382939891829,-346.1288157856129,-271.84993554686463,-77.70126160657878,273.5952230619429,1.9394181680186464e-06,0.3968274876806387
bible,10,gov,25,flores,-764.4070377662497,2551.208759234215,-850.0035769384253,-2636.454743539781,374.86748924977513,-63.08716258664166,-423.5446062105542,1.909731623636967e-06,3.836477303539133
bible,10,gov,25,bible,11.96388175866419,830.0913145201323,-261.90402597230826,-826.0309407909506,-413.8168717867061,-152.07704781286083,369.28450841190346,6.736577467491946e-07,1.043045912154113
bible,10,gov,25,gov,67.69326149062957,273.4770599094616,-90.8286560069226,-274.8126229639752,-225.5344274663768,-59.19296165713185,237.68667466503666,1.27839173359416e-07,0.3077472615362693
bible,10,gov,50,flores,26.721310112173924,-5.400105599549337,-10.018616044787223,-8.198430486980683,2.1606595567144504,-9.005330222288721,-13.122274438572653,2.088443691660762e-08,2.1678845579473154
bible,10,gov,50,bible,10.89482331386394,-2.6813176399672987,-4.929473658270675,-4.285858652138156,3.999824354600841,0.6081707057748699,-0.9327192483532404,3.7979342640083874e-08,1.1941517288337928
bible,10,gov,50,gov,16.605081794432053,-4.797729827500279,-9.017756316496088,-8.031099128758555,20.04977523703344,20.36894443508529,19.037503905912796,9.367960614715754e-09,3.2504704069233377
