,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[0.5, 1.0]",0.0,[-1.0],0.5471355106650464,"[0.0, 0.5]",4.049248804101873
kfold,[1.0],0.14317645348731728,[1.0],6.63190671385051,[1.0],21.578457133440125
