train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,4.498827305767816,0.08833014546922655,0.13209535749930607,-2.0289369439091177e-09,3.6573465118230697,2.900008809068351,2.218408550261541,14.833408011691127,14.948910490379886
bible,2.3216470781862624,-3.5831032656613443e-07,-2.5453618670468325e-05,-7.131678551440718e-08,1.9580613792946868,1.63100455550558,1.3365575855961918,12.381478210884262,12.225438162575283
