c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.5601705872418037,0.00013413367448627628,5.581173123794443e-08,4.5360565860599716e-05,1.0253038199866704,1.4336639334740948,13.808530291565143,13.79171018786492
