train set,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,flores,0.18425722280661383,0.19310697043464953,-0.8669699777691882,-0.13452129883479697,-1.4603088396552528,-2.784577350372271,-0.9976107611925162,4.292268032199234,4.415034305990532
gov,bible,-1.9389835512134221,0.24882796874586646,0.8817119990230993,0.15573390706939272,-2.180549315858087,-2.298141307178671,-1.2603772050224986,0.7609996155936252,0.7821640829288276
gov,gov,7.699011624809174,-0.09798312627404494,-11.796861807560191,1.5253982953515248,2.9041569542587307,-3.727818972215797,3.3754446789538712,8.631131744168046,8.857790670977758
bible,flores,-1.2731091481466847,0.19051872374278755,0.49055632981935043,0.10796108681950835,-1.2242845286441515,-1.4440750318787379,-1.1846458644181723,0.6676659178091346,0.6952014683749945
bible,bible,12.811878168458348,0.38705738979205706,-11.991322853557547,1.3488532866661194,2.737888367852305,-5.284040768996712,4.247611470153927,6.252430638481182,6.501719481796511
bible,gov,-1.6481279036378345,0.29993396018043245,0.7478749466774698,0.026700171054349655,-1.4716669981104078,-1.8387670885591578,-1.0814781509781533,0.40770412272083867,0.42822408270159285
