train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,3.5957425324065335,-1.8149975109389669,8.703216077104182,8.854656024651726
1,gov,4.01226336698098,-1.8338483844117373,9.949553929275869,9.846546414981185
10,flores,2.527794622925929,-2.1544373961579555,5.3945995153277915,5.32557101769058
10,bible,5.975644116669463,-1.9749412230570904,13.524408179631578,13.771144239124428
10,gov,8.249419831301132,-1.6856503887840761,17.450891974935026,17.26197525528427
25,flores,2.80297265909858,-2.418077769560241,6.476590499598869,6.4161414781637065
25,bible,7.0996436698432515,-1.9343399882931864,15.380827046864484,15.679619059620217
25,gov,9.682670900412004,-1.5674142247210792,19.354568428752316,19.145597113823886
50,flores,4.197474613557821,-2.869448877571495,2.1586794105404437,1.775966026463245
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,34.98459670871186,-0.34862845340453275,7.287919790403092,5.669955730694406
