c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
24.479504466352626,0.1874256597270774,-107.72210896031291,59.49193329942934,9.473348183240958,3.0768926751735104,0.541701329285726,8.555341552798565,2.53543539786561,0.44378008693341603,2.474875163439479,-2.4761615460499864,-2.7246234093839328,8.068893728146252,0.046374654331354265,-3.4519238810594706,10.793604854926775,-1.5250645405452998,-12.611920887493811,2.381639549267616,-1.2711106659899798,-1.1758779435638609,4.399594069289545,4.43764031765265
