train set size,c0,c1,rmse,kfold rmse
1,1.7651020073617538,-1.1422421223646988,4.637707492744893,4.658390488541697
10,2.9882925594137535,-1.044326489175822,6.391806313456772,6.425731326851171
25,3.5728618299007553,-0.9966351607809106,7.063196906936344,7.099319795133644
50,4.074210799348873,-1.039112138967255,4.768859362026158,4.889220675828654
