train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,8.49273086693763,33.68337621349609,-22.958830126165726,13.8260632420173,13.837912940885136
bible,5.65021371898734,31.233156527297158,-37.25386817387887,11.775325111515794,11.798655347903374
