c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
3.346988059720638,1.8253732424202125e-05,1.789381351726059e-05,-1.2125380646078836e-06,-1.873801903394836e-09,5.652746270965145e-06,4.28585187552805e-07,2.839583581529837,2.382916555632996,1.971917434473072,14.067048203235865,14.035480040252684
