train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,5.107641334314694,2.990197239729908
gov,1,bible,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,16.640188334111564,8.962905944913309e-06,-2.1925845325230767e-09,4.502825379860001,4.749036762493701
gov,10,flores,8.852439926879855,-3.3178682169355987e-10,0.020744139771145628,4.553304441309186,3.9508719692991017
gov,10,bible,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,33.880573952310996,-3.2294583055514924e-09,-0.03197091255410161,3.8594494042324774,4.517168346154269
gov,25,flores,11.106198228723821,-4.803382740555379e-09,0.1789449706465423,4.997434989803351,4.442980575584304
gov,25,bible,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,30.80482537659996,10.090886403152744,-1.1633150428055471e-09,5.232856648175583,5.126488897830304
gov,50,flores,10.687640304335678,-1.3639998948285944e-09,0.13302746944639274,4.879892538095811,3.7646292291516543
gov,50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.98702744808879,1.83694444735009e-10,-6.541898144294844e-05,5.829876014048386,5.409021929352574
bible,1,flores,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,14.518561256255879,9.819781632240671e-05,-2.40385376777219e-09,3.9515256321534777,3.840050410441074
bible,1,gov,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.245663780672302,-3.415165085592689e-09,-0.0020350677326984204,4.3055356698617295,4.261559041901883
bible,10,gov,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,29.18524077198236,5.019247592161583e-05,-9.3487801601763e-10,4.539125138392977,4.4484792232708905
bible,25,gov,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
