train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,7.170339743169273,9.280895345287524e-07,1.7853473647982794e-06,-4.562390733708364e-06,8.122638971876414,8.12572701664821
10,13.260108322098434,-1.1953066532104174e-05,-7.4250624925818645e-09,5.519460237994202e-05,13.552394241151303,13.55704222408185
25,15.13785776383629,0.0508316842607759,-0.028743130031485143,1.7949491163630194e-08,15.17597735136344,15.182233509125606
50,19.517325488957752,0.004197891782334213,-2.6601562137850283e-09,-0.000731630994172728,17.231948639423976,17.366284947556508
