model,pareto,rawlsian,1k,10k,25k,50k
linear,False,False,8.121724779225302,13.558333764999327,15.181604453361595,17.58804786753604
poly2,True,False,8.11127268578842,13.557072817098106,15.184092376833998,17.874970824027216
poly3,True,False,8.097783432876076,13.558010058225952,15.187455333089062,17.87501766575815
exp,True,False,8.121153377418327,13.557942463336548,15.181231761107137,17.577651797246872
log,False,False,8.122744593948692,13.55926102134931,15.182529319170252,17.584526534050486
power,False,False,8.12219074603386,13.558841607577715,15.182106769067804,17.575641878278
hmult,True,True,8.121776949567773,13.557003162505264,15.180902165107302,17.47740270584918
