,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0, 0.5, 1.0]",0.04082482904638634,[0.5],2.1169683921851705,[0.0],5.297636339441181
kfold,[0.0],0.04303314829055303,[-1.0],2.1291436340936736,[-0.5],5.306941131228382
