model,pareto,rawlsian,ka,gu,hi,si,ta
linear,False,False,4.29134018498428,4.732970956478239,3.320971099903286,4.906638173202561,4.290795470431048
poly2,True,False,4.069107868474337,4.364537315975572,3.273137400272033,3.007045711325173,3.4960331281406987
poly3,True,True,3.7017193017675103,2.7984835849919194,2.70911733925769,2.394333132367593,3.4961434699748763
exp,True,False,4.663225425811648,6.001006613216349,3.957610937259569,2.5836365353143296,3.187949090681612
log,True,False,4.475570600801897,6.001255043958015,4.161783363112246,2.719161660970737,3.454348088147576
power,False,False,6.400019702484447,7.730931211479971,6.344395635886392,2.8973244647657594,4.105412767172327
mult,False,False,5.718276808820354,7.486682526597624,5.7438462481978245,2.9506219749043785,3.719798907758417
hmult,False,False,6.6158482094723965,8.67937959557001,7.047095238898997,3.098494653975748,3.923967759918175
am,False,False,10.704974962020913,10.937486404380008,12.50662014790928,16.33095494945082,13.37205594653484
gm,False,False,11.2614470204971,11.704155340275587,12.53611691305718,16.32922542477767,13.321680065885698
hm,False,False,11.329695198454107,11.802689714216324,12.465851255403654,16.198108697507458,13.191061004364286
diff,False,False,3.918056196232453,4.7495187093046525,3.2361949510918366,4.458086490699871,3.925416390399096
