train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,7.074004262525712,-3.226880006632727e-09,-0.01670966106578569,-0.07650134333926327,8.12408699894053,8.125360705106537
10,13.312835140689243,2.637163081398974e-08,-0.07798050071372369,-0.30618031548857866,13.552391627617276,13.55703579998865
25,15.278688036372976,6.079188808613345e-09,-0.47831658486485884,-0.1637398901368806,15.17595925366638,15.181216637345964
50,19.55275905942787,1.3282854924076645e-07,-0.1504700605133352,-0.05581643763022392,17.231946826572134,17.366692409226488
