train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,18.970302465146272,1.2884796869690036,-14.625439381413372,8.018045619451568,8.021590557983984
10,22.896775595340582,3.305643637818062,-14.32740622804204,13.50155855201434,13.511481317380397
25,25.193042946090184,3.8497847553948508,-15.359487967855733,15.125014233235497,15.136024531262098
50,28.600637211630357,5.186392221500812,-15.886949755263188,17.19153538495104,17.565331279546545
