language to,c0,"c1,1","c1,2",rmse,loo rmse
ka,33.79010281090962,-70.37928141957221,15.208718959894872,4.383742043893947,4.387854701854135
gu,30.224786553720083,-14.968371632235733,-62.28909708769872,5.394799208319452,5.398595987771953
hi,37.519082421627864,-66.0154515856833,3.7244255045656947,4.658996848729864,4.66041053694165
si,61.99739608797054,-222.61615393358252,213.51741865415653,4.248049858603122,4.25008399057394
ta,45.204349510990546,-153.1814514365278,142.75254497039228,4.636422840415017,4.638935330737538
