model,mean,min,25%,50%,75%,max
linear,12.891814964343153,7.848048117320796,10.360995250629465,14.163111180808366,14.92516484649105,17.65922525803189
poly2,12.920151482987228,7.847810975441314,10.365578774905485,14.209887179848582,14.966297501899662,17.719609672010407
poly3,12.925760274169908,7.847612400051993,10.36399388893912,14.231752746298728,14.976715855424725,17.719537284110956
exp,13.079684284843818,7.887070616998463,10.449134600596828,14.457585733702617,15.226644762757521,17.861574916496952
log,12.935664002167826,7.875737470154124,10.376108563270865,14.207291173307215,14.985734532001258,17.742933181169207
power,12.925108474842508,7.870927548897439,10.386511459823112,14.230051633003049,14.967551126658876,17.666654969033104
mult,13.139876272516059,7.907491866308585,10.518186132151623,14.517794833666963,15.327979065994377,17.86151681134484
hmult,13.153507472212464,7.923451907779215,10.53920999380791,14.560982730212924,15.322468348629823,17.86676098261964
am,12.836187311009946,7.850101175264408,10.37839393351392,14.098801622991012,14.86876847845082,17.410083554884714
gm,12.83699559525512,7.850030336366663,10.378230891049142,14.100128855991905,14.869645999902096,17.413056192524802
hm,12.837295826223851,7.849860785160212,10.378846095248868,14.099054746160933,14.869385062329819,17.41569293708844
