c0,"c1,1","c1,2","c1,3","c2,1","c2,2",rmse,kfold rmse
30.04415953988927,0.7550011992783456,-0.027879595968499805,0.0003412724967461053,-46.1546231643875,-31.930125806871068,4.963066528102763,5.489603114308455
