c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
44.56212376897958,0.585067557703781,-106.65619266158744,58.06793815289497,19.233284862027613,13.487093109846164,-2.8841848157570475,0.7008528192003441,-25.99733215435907,2.6258467834014954,4.310289010026431,4.5631437849343595
