c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
-1.318896009053199e-09,-3.0477600171765333e-07,-0.8117259599997799,-0.5535942367350016,0.0009748682746292311,-0.00021483890715607955,-1.4746195816492862,13.823465095323462,13.832756122259703
