model,pareto,rawlsian,all
linear,False,False,13.714013184943402
poly2,False,False,13.713091578320311
poly3,True,True,13.71239859423178
exp,False,False,13.714040563760488
log,False,False,13.71402169400073
power,False,False,13.714051652218572
hmult,False,False,13.713488401752343
