c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
51.57826408411852,0.0426167550663702,-105.47317037100865,56.42876981548817,10.596176445689238,-6.140439241745269,0.24386390126881988,2.5146324423681743,-27.399254773764017,4.854172718428562,4.300905403351407,4.334729219571022
