train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,2.2797372378187624,-2.5078256073801093,-5.521379215184558e-09,5.329315537522684,5.343803974845161
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,13.683629055362346,-2.285264740899687,1.3341786279219567,11.092128942100379,11.207162208361021
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,8.847781902875392,-1.6744992764022089,-2.4499026644914024e-10,8.721194007821339,8.77230378138001
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
