train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.071938465745679,9.157532016990584e-06,0.0032643126344351716,0.02759248265803508,-4.792779684399408e-09,8.865770515565304,9.238903183057792
1,gov,7.390000501988461,1.9769323872091346e-07,5.830518448775195e-08,3.833570134317853e-08,3.7487094639908e-07,9.944792400265987,9.74557336539371
10,flores,4.503498049077688,-4.945023613791881e-10,0.0016230856419482851,6.952433608673395e-06,5.975328717310752e-08,5.96977483595915,5.714952125032826
10,bible,10.83592776335954,0.005158100195176352,0.019301384355581742,-1.224804729316824e-09,0.022793500758687975,13.671801285912203,13.630717848149398
10,gov,15.606387485357342,-4.3485193069565124e-09,2.9002878513724936e-08,-4.862605011716402e-09,0.0006693169107793158,17.118712005992332,16.96097635054279
25,flores,5.988073848032309,-1.4260740937507729e-06,-7.362340011491825e-10,-3.0730476354701806e-10,-0.0014906574313236292,6.927386448326182,6.988517313409881
25,bible,11.555519161938765,0.0019285572859486192,-0.07576143567456754,4.317516845100378,-2.7553418075206147e-09,15.12266289088537,15.58219213316059
25,gov,17.49944464598333,-5.710047699972819e-09,-0.07236381586886154,0.024206223481720975,0.08251058478967797,18.987633816829987,18.82323178211552
50,flores,12.438916201480351,0.07899533663753018,-1.3893220157468394e-05,-7.521531409205546e-10,0.023882770758693106,3.825785980405101,3.4675770610035204
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,30.943271505029568,0.010569631424717639,-3.3503660501054633e-09,12.464731545489679,2.783778534807815e-07,5.212844679068813,4.37332020507227
