language to,c0,c1,rmse,kfold rmse
ka,1.5475349662683922,-1.250394269582291,6.523063906492035,6.5030300612905725
gu,3.363709446839603,-0.9541526023975734,7.94311831629184,7.9020647256758725
hi,2.602087643097286,-1.1205238099456851,6.7697994950325056,6.856008947995455
si,1.1625584186196114,-1.6042478958730582,3.016332496302012,2.9989199327514857
ta,0.8891373996737485,-1.5535704783029072,4.264407964914912,4.312721622377442
