train set size,c0,c1,c2,rmse,kfold rmse
1,1.41854058397976,-2.1259033637076024,-7.945292514041068e-09,8.154145522974984,8.148588792621217
10,1.5740572826224748,-2.8915936366668693,-1.5470564659124763e-07,13.597424615645275,13.593006378763894
25,1.6561058466483105,-3.009650419626059,-2.442587572237457e-07,15.234007832198781,15.229545365894952
50,1.8783980966735452,-3.244767780489986,-7.0193191523319965e-09,17.332328759704314,18.330943458689134
