c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
7.73872382394851,0.20993729706176956,-0.001186433016548933,-1.496275291978491,3.084270840230388,1.0709537403241665,0.25281384547110436,2.3513373847165404,0.4576411613981955,-0.11095584744385184,0.26400850901813716,-1.293651073832244,-1.2419095635576973,2.262300916748371,-0.3156383243543591,-1.3649786782357782,1.1488542819266878,-4.782161950487278,-10.119987977394645,-0.5453389283325291,-1.3103930763822145,-0.8518181416406744,6.514887750595631,6.588022717820223
