train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,12.491088343780667,2.462318873387872,-0.0002730219340747026,0.0003358994449686897,1.8421949553321844,2.9675062367457797e-09,-0.007296701545170317,14.469437841299353,14.47723855222976
bible,5.727602768578126,1.8884030143215893,6.580926807560534e-08,0.004796475330199531,3.972016030066019,-8.172235229989422e-06,-0.0011522853196597085,12.008135115065903,12.02101942987024
