c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
14.338888136124574,14.788045515252216,-1.5065965083295643,5.819228013338291,2.0992423057852205,4.252078294410578,0.7533060678671696,-0.6436942514515117,-3.442662190224105,2.750743300901846,-2.2015826316264495,-2.3897770800026126,-17.445396589090812,-0.5802144365833483,-2.126675375473951,6.829343490974371,6.867754139127477
