model,none,train,test,train+test
linear,13.715799230497854,13.255948444358722,12.042640415670014,4.038606325946206
poly2,13.715802476916505,13.255948332090934,12.042640012048613,4.038606453111671
poly3,13.715798860934896,13.255948308307687,12.042640480171166,4.038606477994276
exp,13.715799066497128,13.255949539677184,12.04264003463868,4.038604722131894
log,13.71579904510762,13.25594844322643,12.042640623201349,4.038606611641389
power,13.715799335844531,13.255947544700824,12.042640358589566,4.038606492859657
hmult,13.715267648677628,13.254537422210383,12.038897619205594,4.046442955626923
