train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
cc_align,25,gov,1,flores,35.58670492321874,-5.117694587625257,-13.529368153723142,7.5819625862442,-19.25366470140448,-22.43058012603549,-19.384884086689045,0.4472135954999579,0.8944271797855544
cc_align,25,gov,1,bible,7.8884522185733505,-0.341695141884558,-1.9620914727122536,2.411768531136273,-3.111457761991184,-10.930635213867607,-8.313366429371026,0.20124611797520053,0.40249223663855743
cc_align,25,gov,1,gov,16.059705070409994,22.892498317672484,21.00681974890729,-2.80639347176667,-18.522950833489144,12.584829850241762,7.735957457430052,0.08944271909999055,0.17888543860061032
cc_align,25,gov,10,flores,52.02425315499632,-15.385809721748796,-27.3765368795095,29.20134302687804,-28.790180392574243,-45.38636368264446,-39.80519503853142,0.24596747752497589,0.4919349549887235
cc_align,25,gov,10,bible,10.266725318645245,-0.12408986136339897,-4.4326459178475215,2.099312600992467,-3.7364805279776805,-9.512880458665935,-7.8387425268197175,0.6260990336999416,1.2521980718690982
cc_align,25,gov,10,gov,12.490239807474511,32.80263097681564,31.543063271406353,-7.310323272839601,-20.626145416602764,39.740861612002966,29.29876817615373,1.2298373876248843,2.4596747712109392
cc_align,25,gov,25,flores,62.303303396549815,-12.727823612081547,-34.79288730567875,13.708050296538126,-19.320026467007917,-49.378629687065256,-40.173385843091786,0.13416407864998625,0.2683281528522942
cc_align,25,gov,25,bible,10.63181793194904,-1.9398749856295054,-1.4182948852095285,4.158519700568237,-4.030799868079965,-13.183488738308574,-8.666444323727577,0.6931810730249353,1.386362142615939
cc_align,25,gov,25,gov,10.84446287372703,35.7354943494342,37.967730477178975,-8.009564714125476,-20.784439613424613,45.545028370356974,30.29281512879094,1.5428869044748574,3.0857738088887143
cc_align,25,gov,50,flores,43.56676369891728,-52.29200088721347,-11.552726265187292,8.10452491360935,-8.476065822488302,11.097037085596583,5.000902255785837,9.206992217573482e-09,2.7080711093664016
cc_align,25,gov,50,bible,2.2548439603650987,-6.057531037286384,-7.220426313391777,3.0005333728993344,3.683929797134911,1.5053229361040494,1.2027236882120353,7.530037256009227e-10,0.11286645905603167
cc_align,25,gov,50,gov,28.409736189745434,62.3036010408905,61.542181037628474,-11.447474517360083,-41.343434538561375,12.549916920139616,5.774126854721369,7.798707041789648e-09,4.808437473954513
cc_align,25,bible,1,flores,9.555325670888266,-0.6650106346191268,-2.122717411726834,1.071488072202111,-3.7218360189424122,-12.993792857188154,2.8482753115550077,0.3577708763999672,0.7155417528072496
cc_align,25,bible,1,bible,10.119690260792414,16.847466598019984,15.5932122126648,-5.562633772375832,-22.33545588567087,39.45378441285531,25.780308005841547,0.04472135954999492,0.08944271377208697
cc_align,25,bible,1,gov,7.143378718835665,-1.2395161289828498,-3.418621467976788,1.3440027390100437,-3.865264683668534,-4.361603426107257,-3.769137434606008,0.17888543819998345,0.3577708767945069
cc_align,25,bible,10,flores,11.990685482401048,-0.9991675000902709,-4.091545239885181,3.366919442226639,-4.140500209218418,-13.78155880993996,-10.668851075683607,0.33541019674421,0.6708203880009902
cc_align,25,bible,10,bible,9.448284625033045,21.97887779315836,21.837384048992938,-8.770680745819861,-23.27859040954284,57.55450742955659,42.06499066046715,0.626099033699951,1.2521980707854792
cc_align,25,bible,10,gov,8.047270384754905,-1.7036362870576374,0.18512390786666216,7.10918591411737,-8.21536096908561,-9.769922492249473,-7.828682294406627,0.24596747752497677,0.49193495972143164
cc_align,25,bible,25,flores,11.097734896870929,-0.08872015864920528,-4.01025453934501,3.6104626476396935,-2.6897174435158058,-15.479912318405596,-12.528696757162184,0.4248529157249603,0.8497058311795826
cc_align,25,bible,25,bible,10.580480913717789,22.53536761219076,20.87693629458671,-6.945119747500712,-22.9236203307206,59.65366236722857,42.28047813705864,0.6931810730249466,1.38636214730979
cc_align,25,bible,25,gov,11.303557583696136,-3.2194452533996394,1.5631318251169994,2.541392252408966,-5.284943214443023,-11.427057042614795,-9.03277569405131,0.29068883707497295,0.5813776723486204
cc_align,100,gov,1,flores,35.45311000631981,-4.367305959814674,-18.302449503804354,8.263189772230675,-17.770100194427936,-21.486282956502965,-18.233881595061025,0.4248529157249604,0.8497058430848163
cc_align,100,gov,1,bible,7.519430431180564,0.07735486942755992,-2.797595553626916,3.6588204717137947,-4.030958152873267,-10.088332324514107,-8.445239723798224,0.17888543819998348,0.35777087505745825
cc_align,100,gov,1,gov,10.097210643894146,22.23025459315043,16.60885940069777,5.922812376060112,-20.222532855079784,19.184311551528168,8.665269175000914,0.06708203932499236,0.13416407700020117
cc_align,100,gov,10,flores,55.58444549170565,-10.235604519551941,-27.05853852800623,15.985478203438994,-23.676567729099645,-39.022036221027754,-37.825654327666186,0.40249223595001754,0.8049844836642925
cc_align,100,gov,10,bible,4.088580619471572,0.3991969470111748,1.0007302191535945,12.030657109146727,-10.279292885933813,-7.252568294418849,-5.710615720398767,0.6037383539249448,1.2074767021892454
cc_align,100,gov,10,gov,13.379254644986665,30.762529801087386,36.12497184240164,-10.893502284783127,-18.74026037185395,43.015839970103606,28.191652196441446,1.0956733089749076,2.1913466179626404
cc_align,100,gov,25,flores,59.054646824696086,-10.999046016421623,-31.819047844541803,10.73688286574979,-17.229938142978018,-39.08428986595693,-42.0224417112906,0.4919349550499563,0.9838699143566818
cc_align,100,gov,25,bible,10.932525949614945,-0.9795296539436099,2.70866275461881,-3.2271848418052502,-0.9330606382394098,-7.0981410163522956,-7.002655563292764,0.7155417527999332,1.431083503580908
cc_align,100,gov,25,gov,6.971105120981227,37.83343601608122,39.69687765051761,-7.323990404019144,-21.145270041414626,49.64626389405641,35.14820090579094,1.4981655449248714,2.9963310826032874
cc_align,100,gov,50,flores,53.43661266584545,-32.11923287797328,-37.164333572827516,-2.5280921848891187,-0.2483725993150547,-9.0464823998273,1.3071555588386705,7.942555903892986e-09,3.0564420503606153
cc_align,100,gov,50,bible,3.3495004711411958,-4.115632615724334,-5.34942488180929,2.543324877793558,1.819302690709568,1.9034409917241077,1.3854255648116778,5.970858611178572e-10,0.07820575685280491
cc_align,100,gov,50,gov,27.459641921232453,64.49881262859559,64.09198844100162,-10.385789269879533,-43.48116351015252,12.31362650626084,5.684105259741398,3.6205203725512645e-09,4.8266394815063425
cc_align,100,bible,1,flores,10.468315727168083,-1.4997234703541846,-2.272979039220241,-2.1686293418973195,-1.4901949370297858,-6.699744961039149,-7.571793341272287,0.35777087639996746,0.7155417549430373
