train set size,c0,c1,c2,rmse,kfold rmse
1,2.0332371846817696,-1.060092619595101,-1.4200467222792696e-09,8.163185394245636,8.14968387668949
10,1.783261946423089,-2.5162325330624236,-2.2128931463667464e-07,13.580184891190594,13.574453132898691
25,1.8473774955937332,-2.6780814276466005,-9.588921077123132e-10,15.213362599568603,15.207615067842445
50,2.174630840912078,-2.8716324528413977,-2.6028102751669152e-09,17.291947249902975,17.54910378821012
