c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-16.07693145865196,1.8596306622806014,-18.374916863130082,3.93169179749213,-14.356101389003474,2.766795758680903,0.41045981855396096,-17.152224876793834,6.071166696558421,4.638378014127747,4.681484161202028
