train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,rmse,loo rmse
gov,25,bible,25,bible,10.369996728790957,-10.354203212834847,0.8856749029131997,2.5249410781052157,-2.649220508277651,2.9979527942580058,6.078193914349022e-10,7.687953809675417
gov,25,bible,25,gov,0.6208551452270282,-7.411457525745179,2.735636382896081,0.29129510708984824,-6.310458648183091,1.9139201358764626,4.639320119598176e-09,1.3124899115078381
gov,1,bible,1,flores,-5.536311098456191,-3.6583263152479546,0.6126235474189562,-0.27392009683985974,-1.6671701068511462,0.4158311242611936,3.570313134720484e-10,0.05443187255004054
gov,1,bible,1,bible,5.368995077560298,-11.308708470358239,1.59478842288294,2.3313312234331534,-5.963412578108524,4.066401412252961,1.5887098438207377e-08,4.14154662575159
gov,1,bible,1,gov,0.8500857811439907,-17.64131535497444,7.322948466772326,-1.5573074980789352,-23.006236729754967,8.81625457791019,4.267792569791574e-09,0.4165157044662013
gov,1,bible,10,flores,-3.1472121902462464,-1.9142351064092549,0.42078278086159865,-0.3697193952940235,-2.050849558249364,-0.5085137848321525,1.5801842924246088e-09,0.1561808638029728
gov,1,bible,10,bible,14.64754540900286,-12.40891513745014,1.4462954668148629,3.204850006220933,-5.834577926196337,4.580499054905399,8.361187024951762e-09,6.634113697110268
gov,1,bible,10,gov,-2.4225192937712197,-9.852411215202887,2.6130663857100602,1.0749731361256278,-6.195867257956997,2.9406915145470904,5.3485934045066015e-09,2.184877033896314
gov,1,bible,25,flores,-1.9209358931360443,-0.6701206582058881,0.45106572393495414,-1.0849127446139033,-1.8884454959722514,-1.0139913719771307,1.848146205843263e-10,0.2170125455304247
gov,1,bible,25,bible,11.147193309295098,-10.824536059632539,1.0552793046945153,2.7247085232083177,-3.2717574899528006,3.2311212552562045,2.2835868776756246e-08,7.646859743164809
gov,1,bible,25,gov,-3.1099237007289258,-10.832476617587588,2.8522069165592066,0.706117787078603,-6.541694094301539,3.5030172248425595,3.456562191494605e-09,2.8271543256014264
gov,10,bible,1,flores,1.5499999993591667,37.54421639100776,55.438960200738784,5.972129111840805,-91.35088575535153,-43.61330848817905,0.511859356419132,0.41964866829768505
gov,10,bible,1,bible,2.6397591382375394,-8.206645375959662,0.6095735461516953,2.1108697181655094,-2.639095359600463,2.1259970806339745,7.901996595913767e-09,3.664797724474987
gov,10,bible,1,gov,-0.8321456544091418,2.0734600830693584,0.14398028823421255,-2.2096572530750977,-2.086679921447639,-1.749096334963791,1.1241522143609146e-09,0.26506396266372495
gov,10,bible,10,flores,-2.909423611337976,-0.40219790374169895,0.07017222012176108,-0.8218929597642075,-0.746498692224348,-1.2342441103737032,1.1026157255365e-09,0.6575637192353592
gov,10,bible,10,bible,12.70773368868204,-10.409227130136658,0.8838081281976554,2.9678703052170343,-3.7647902332278,3.324952557914334,1.9158525921123783e-08,6.313993639753755
gov,10,bible,10,gov,-0.22388603966555404,-7.4451812045364205,2.2029812274304867,1.204186470490056,-5.788874956960168,1.824532711678371,2.5111152855074326e-09,1.1469963449939726
gov,10,bible,25,flores,-3.498558704576558,-1.207787611435174,0.24709811611461405,-0.6498844014046123,-0.6599169615351932,-1.00776633051536,4.163486698333734e-09,0.44879618523557147
gov,10,bible,25,bible,10.275430123851786,-10.770198601236027,0.9859468379005544,2.628491555975325,-2.7787481343079845,3.1955775460780664,6.132065136160614e-08,7.801091577226483
gov,10,bible,25,gov,-0.07887237652453341,-10.223739979372194,3.0268328231528865,1.1330238626930533,-7.10047260500664,3.2789315300058757,1.0082684468404343e-08,1.7506644011658512
gov,50,bible,1,flores,-3.4490151080868343,-1.0092316310660125,1.415179028619732,-1.812767814466232,-5.306447969611035,-1.1790354027302183,9.310074195000077e-10,0.5260029051755182
gov,50,bible,1,bible,-0.675785021045512,-1.4443099134326824,-0.16916880764413186,1.060070510011427,-1.0627286782698129,-2.3688921393899878,2.527222189294993e-09,0.6663073726866612
gov,50,bible,1,gov,-4.305932991975138,-1.0920851211736773,1.0389012260863177,-1.229958398414923,-3.7311440836551357,-1.2955981754904018,6.641516099154806e-08,0.26629810907609797
gov,50,bible,10,flores,-0.036775715376802014,-0.002521739747444952,-1.1181964782377805,-1.0439785023623858,2.8844545309698253,0.10884127159108804,9.696195746734803e-10,0.1307945845807909
gov,50,bible,10,bible,-0.5908226490405041,-1.616476120140026,-0.39453351257675856,1.3549111090365584,0.18398899408541,-2.670040453708875,8.360601678337283e-09,3.2780204894310097
gov,50,bible,10,gov,-3.232657875762406,-1.6820398233159342,1.052956781740835,0.198145242959876,-2.865291482960228,-1.8811746668504699,2.8888337244880312e-09,1.0374898378798423
gov,50,bible,25,flores,2.330424797739606,1.6026910688529887,2.1293431890129075,-9.728638483370057,-3.7621477971277875,1.731550076908961,1.3541991140150029e-09,0.25722669038858337
gov,50,bible,25,bible,-0.9157659536533508,-1.7259556905887097,0.19746954567028366,0.8548093763527631,-1.6799465525460682,-2.9304637115686782,4.69659013210905e-09,4.346794919342124
gov,50,bible,25,gov,-2.67407200483979,-0.9445570900867392,-0.997979132194236,1.0804383600390466,5.091873094382939,-1.554257042550178,2.1971852884569933e-09,1.840636127278212
bible,25,gov,1,flores,-4.50836533321643,-0.7666757997938766,-0.31601990996804014,-0.44056783275321393,-0.8213902465807489,-1.3335927017383307,3.6050535130287816e-09,1.4878111584448355
bible,25,gov,1,bible,0.10062808956725287,3.991704803499275,0.5102493243354116,-4.566448773840813,-4.266317331901919,-2.3710075726614206,1.3810500002534322e-10,0.20236637263417723
bible,25,gov,1,gov,3.7848760470081038,-7.66583360367003,0.8252440361102255,1.9450613876383973,-1.5927887280952862,1.3848996769309148,5.05884788584064e-09,4.415411518054146
bible,25,gov,10,flores,-4.0518218277594364,-0.4707963386117601,-0.5761511661000964,-0.5685718838639967,-0.5849982648642785,-1.7482628339021182,6.192454838390887e-09,0.8980753377806987
bible,25,gov,10,bible,3.446972029138407,-12.403028297785305,3.6689438238910967,-0.23754678355856249,-13.788823131357807,5.47234573356285,5.337339824022584e-10,1.8609334849092265
bible,25,gov,10,gov,6.465177856953472,-9.742750167429545,0.8448622350281949,2.790795161391469,-1.849519833672135,2.1310919077080688,8.586911840505654e-09,8.141694643581856
bible,25,gov,25,flores,-3.3400320923524736,-1.2024943173828275,-0.4077378100342518,-0.5825601093042561,-0.5850417485022944,-1.4193455616256274,2.744203144404192e-09,0.5583617499527735
bible,25,gov,25,bible,1.786114160724624,-13.187071110322975,3.2478436207791836,0.9085941666274739,-10.819404278324198,5.310385696754561,1.8577477323515845e-08,2.8303141009154893
bible,25,gov,25,gov,4.624803282968409,-10.050489418264293,0.812278909225423,2.9787142284333457,-1.4775975472511982,2.107588519165308,1.622862125865701e-08,9.162477453237988
bible,25,gov,50,flores,-0.9708117524235724,-1.13042992022903,-0.47048437103529,-0.9078980381773172,-0.1374812311591431,-1.2554325144405758,2.8279942883806006e-10,1.6756826426203935
bible,25,gov,50,bible,1.5119579798188494,-0.9786701859316851,-1.5275861916240168,1.25540602233857,4.1003648792615675,-1.1874619160932498,2.049718809765011e-09,1.0009882358751738
bible,25,gov,50,gov,-1.3378696885890915,-3.310819839303813,2.8034961364771034,0.01902356989164392,-10.182606786705898,-3.327403184305271,6.1785321436763846e-09,8.157191174317939
bible,1,gov,1,flores,-3.294446868204095,-3.8108150511933196,0.8802273179750834,-0.7761592007734024,-4.576525152249044,0.5771940963650338,2.719662366265702e-11,0.4618829402697749
bible,1,gov,1,bible,-2.9603398525746,-8.72047345472717,2.4147115658765403,-0.8700908033273979,-7.215994214450699,3.290537668988347,7.137304475443795e-12,1.718309987783611
bible,1,gov,1,gov,5.785435957467511,-14.500836638786478,3.2440837476023323,1.7374118541977746,-9.090737473856962,5.373159374186664,1.7393889449472635e-08,5.311951438460805
bible,1,gov,10,flores,-2.5241782107904256,-0.5976478321576727,-0.3301770027021926,-0.9444797532464304,-2.0406552259399358,-1.4415336305586202,2.292657738068786e-09,0.5978742240402816
bible,1,gov,10,bible,-0.9685369020849214,-13.193802722045202,3.31942529008155,0.6495823735167998,-10.23602312305344,5.308678001649806,4.801192162706446e-09,2.6709905662719318
bible,1,gov,10,gov,10.398811050809185,-10.220622177445541,1.0488685885363196,2.8758156650913227,-2.8017330474011244,2.5386135877861897,1.0347719334261216e-08,8.163718059596036
bible,1,gov,25,flores,-3.0757879827242705,-0.9622406921858464,-0.3856802179355295,-0.7648009781102709,-1.0746074220178412,-1.4521614677247807,3.4599866330731177e-09,0.6795670085120774
bible,1,gov,25,bible,-0.7734231578377662,-13.899819383611359,3.4119084669571533,1.032528410167262,-10.369256589462427,5.5901128319341264,3.460866165086023e-13,3.490203485067399
bible,1,gov,25,gov,10.977006772621353,-9.783518794322887,0.8070278183012309,3.107644846566594,-1.8441088167383055,2.1186023169347634,2.4265261236755448e-09,8.962120054931145
bible,1,gov,50,flores,-3.7306292902978746,-1.2982327022385263,-0.2625022079215063,-0.7746719872880363,-0.7052830295188696,-1.4913912092203239,2.081895470073834e-08,1.353988988451697
bible,1,gov,50,bible,1.4498129142372704,-1.0476894517294988,-0.9177796478352682,1.1484909661236886,2.4226530139884224,-1.236620459500605,2.218560313635716e-11,1.476937693200022
bible,1,gov,50,gov,0.29545595214692166,-2.036392409407976,0.2554539373972035,1.404813432178372,-1.4029492261361547,-3.174190219855731,3.525552482677087e-09,7.90132073067368
bible,10,gov,1,flores,-2.5452300727241397,0.5887148593198769,-0.4093832033575408,-1.1159001108065774,-1.4066539715129132,-1.701211290835859,3.6412491409750465e-10,1.2568605015350955
bible,10,gov,1,bible,-4.685120882735735,-3.4791024363830876,0.8668910225169687,-1.0068410112251092,-2.7022115415346435,0.32671213903936,1.3034674158109864e-08,0.16237256215276932
bible,10,gov,1,gov,2.7292853654058655,-8.164789695644478,0.947164646721769,1.9151553645146666,-1.9894600437664125,1.669645854107637,5.688177609413304e-09,4.445123386539315
bible,10,gov,10,flores,-5.051921872688687,-1.176822558583146,-0.38547615090306386,-0.6173720365246208,-0.6590410912524561,-1.406153603755436,4.4788703131544225e-09,1.0187686058052352
bible,10,gov,10,bible,1.2382561648188422,-12.529955583797605,3.3476938161751937,0.06791351288273922,-11.365650397892072,5.235164798096356,1.9542691689160526e-10,2.4016693835661997
bible,10,gov,10,gov,10.626315978854626,-9.873287877847115,0.9360651743937682,2.9564078161616316,-2.2543223665499714,2.28990644870402,4.190859247464023e-08,8.199648452292152
bible,10,gov,25,flores,-3.3192122174759056,-1.0806933024050498,-0.3842643664790908,-0.6960487141796635,-0.5899869450410388,-1.4643673356936477,3.4388469663573935e-09,1.0433190548068032
bible,10,gov,25,bible,1.4713184050957089,-12.846145677389416,3.1198913601011555,0.9865165302529263,-10.880102382581423,5.170509240830277,1.4664020523141274e-08,2.62147784786605
bible,10,gov,25,gov,7.028959988718306,-9.943678919340192,0.817330750006936,2.9819590145177144,-1.6073893185201964,2.113029209889399,1.9076423441540942e-08,9.123086775333464
bible,10,gov,50,flores,-1.2319844258440487,-1.1427364639282853,-0.47188851399336706,-0.8630912081831423,-0.012135914383186487,-1.2762847330089784,1.0437311762331313e-08,1.584929096127545
bible,10,gov,50,bible,1.8523007980281696,-0.6688181019835939,-1.522577500530387,1.1848698583884565,3.7066464017530056,-1.2633801104722615,1.0141565663686908e-08,2.088687897978569
bible,10,gov,50,gov,-0.43436911352064433,-2.154692499443055,0.3830960111039037,1.3364196911693684,-1.7203741175121225,-3.1711646978051586,5.921717131515356e-08,8.104143625995007
