,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],1.4032094709741826e-14,[-0.5],9.719004138465148e-10,[-0.5],2.378688275031801e-08
loo,[-0.5],0.0012816434975887424,[-1.0],1.6354931866943907,[-1.0],7.526812706468899
