train set,train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107641334314694,1.7972502023263321
gov,1,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,2.1189082980126446,2.1684618051319614e-05,-1.5022812071694887,-6.480648902250498e-07,-3.931735207458827e-09,-0.0035721580815740615,-1.0973931705337798,3.9415544152795166,4.547187351160971
gov,10,flores,0.7719961617505241,8.177143950350015e-09,-8.077710711695283e-09,-0.7292185949196269,2.778459029278802e-07,-2.80075536547069e-08,-2.164667690889616,1.4153466347038193,1.4909744294954825
gov,10,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,2.603877313201655,-2.7965005297088285e-07,-4.448030602128142,-0.04455233060704544,1.7654220107346936,3.570097323339707e-07,-9.001256020906163e-07,2.9771949266033193,7.615271003214452
gov,25,flores,0.7858500398035705,-5.926499314365672e-09,-0.00017707896522657678,-0.8011455761923596,-2.371026563064761e-05,-8.852099568140061e-05,-2.276794409662812,1.3084650616397382,1.342477545963778
gov,25,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,2.7089876576844167,-1.486713015906075e-11,-4.626142347190111,-0.09017434120007321,2.028893171331747,3.2294246004044305e-07,2.6642534037274066e-06,2.997197086414609,8.356760493141413
gov,50,flores,1.0830804815979689,-5.754389737017436e-05,-9.381209454531548e-09,-0.9425712868981083,-0.4163708996360536,-5.102101796587253e-09,-1.7336581094800751,1.0325434725841445,3.4976939377106455
gov,50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,0.9716816369167774,1.0170196752764405e-06,-4.037639356282185e-07,-0.2004968172859292,1.07167188765681,1.045119121275891e-08,-4.36533113653332,0.6911446407338147,2.2789595753695626
bible,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,2.2397083107552906,1.3241076424207292e-05,-0.7593990777025337,-0.5208844763948244,-0.00013639295223405774,-9.141750801516967e-09,-1.0163453193824297,4.011125355991951,4.179699775515601
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,2.512350504958789,-1.1222813984762105e-09,-3.75237594326176,-0.20893752875146282,1.3261893617695073,-0.02534015193130858,-1.018716659855467e-06,3.447725855252174,6.061490283942667
bible,10,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,2.643823289220849,7.645062353922202e-10,-3.9428230284467074,-0.2259448446066794,1.4845710397033662,-4.6415082378533004e-08,2.0637907368383893e-08,3.665633227313045,7.303878602462625
bible,25,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
