train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,5.46149759315615,-7.340643681347913e-09,-3.4848243339588807,5.765823280672209,5.79771999338382
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,23.126332500154124,-2.50240434136466e-09,-8.465388050909022,10.477593098160531,10.306203384864869
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,23.278879563497682,-6.238823986194826e-09,-0.00014274963385587728,7.444351880295502,7.848316814980998
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
