model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,4.815428397666178,1.171816690016008,9.621214577039144,0.9005743221464997,6.930600360722454,0.6245622300438777
poly2,True,False,4.81542846585431,1.171817090970604,9.621214349285763,0.9005742758537345,6.930601161814872,0.62456200052004
poly3,True,False,4.815428283210807,1.17181702137575,9.621214441564282,0.9005741715861175,6.930601455068749,0.6245620583944895
exp,True,False,4.815429143094458,1.1718129515720803,9.621215112141808,0.9005739793781032,6.930599593565387,0.6245588805220754
log,True,False,4.815428352894241,1.1718169372436618,9.621215146497311,0.9005742203921171,6.930600825577791,0.6245620490300954
power,True,True,4.815428555130197,1.1718169723615155,9.621214299811747,0.9005742793003402,6.930600921609636,0.6245621037510738
hmult,True,False,4.815428384562791,1.171816995718037,9.62121430527606,0.9005744312382449,6.930600782893448,0.6245621816726652
