c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
8.376387119905564,-4.6172709516463736e-09,0.024588124028906377,2.3121408894607542,0.02900636770456607,-0.0485261946609954,0.01579510784555675,13.953528352192153,13.89665923937352
