train set,train set size,c0,c1,rmse,kfold rmse
gov,1,3.2674978237127985,-1.821681577584926,8.526869405679777,8.668822387543035
gov,10,6.343360055162304,-2.077746275771047,14.451737809111616,14.681152599179219
gov,25,7.57219701991938,-1.9810087157474237,15.894127562398765,16.14612532389716
gov,50,9.829478137499743,-1.5123332692403448,17.684626129252855,18.21866161593701
bible,1,2.840631365847217,-1.2331805564869633,8.03037101142152,7.9673837603396045
bible,10,4.086250200864955,-1.9451880256263645,12.641013469086817,12.583751822998503
bible,25,4.677101534268474,-1.996257127062726,14.479185787212268,14.414266314722518
