train set,c0,c1,c2,rmse,kfold rmse
gov,6.462073211339528e-08,1.3182812118176546e-07,-2.610548700504433,15.132757986740666,15.153590016892911
bible,6.22175036423551e-10,-0.012745133545145414,-2.1680539945596475,12.315263432689525,12.317638423511145
