train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.5855069759101643
1,bible,1.8944246317611944,-1.679730745015955,-1.3981098818065001e-09,8.443998020000477,8.569575310232146
1,gov,1.8773127256875501,-1.8985308138494688,-1.7236070199252532e-09,9.66842117142517,9.659170948185317
10,flores,2.503669354031409,-0.4934575085093819,-1.769498986763173e-09,5.466253079079048,5.322408225521801
10,bible,1.9753590868705428,-2.527556454852658,-5.358459109286389e-07,13.150000810806262,13.261113823056546
10,gov,2.3345434155767024,-2.575609121167849,-3.863199230027264e-09,17.062918741219463,17.070203003408256
25,flores,1.3465092881291612,-2.1848054635107625,-2.3116024421778837e-09,6.3885196237274595,6.369448080209743
25,bible,2.1031059000011085,-2.661869845797222,-1.0466728353364574e-08,14.990563736367825,15.125697882730133
25,gov,2.539544080295316,-2.6118244903009704,1.198718646165657e-09,18.96043546809663,18.96455638650524
50,flores,0.9298077906923182,-3.7147658043767757,-9.389497133129962e-09,1.833383100497343,1.9096413046283007
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,7.92853475152347,-2.069130485698826,0.43787079075077434,6.846154516004763,5.852533630185673
