train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,loo rmse
cc_align,25,bible,25,bible,-24.847101378530827,60.880063881914595,74.22222924086462,63.18032166358856,82.04318818853284,86.80778016327692,65.44513880660907,-36.839963943550096,-29.904359962883532,-21.315166590988493,-68.42941586440608,-31.347353374980234,20.319472460185004,3.218306543247894e-07,1.9735383208528787
cc_align,25,bible,25,gov,8.765279995514067,21.959640397844947,21.326027166167364,16.670728681297835,-21.158876708321777,-23.005640041411993,-17.684235705579752,-1.4629387349547422,-5.747362503992429,-6.266563663992884,-4.3599363881584035,-7.571895138713277,-6.542144218355537,2.6665764704579216e-07,0.5895290161027336
cc_align,100,gov,1,flores,28.969931607908585,52.93786745885852,49.3407324304888,38.19339347312192,-52.20155660905308,-58.15072279585207,-44.61817617946803,-6.8967948246510105,-18.209757965211196,-18.064219225807665,-7.476939859888279,-18.869146823017285,-18.64450900639458,1.5816613560972428e-07,1.538815959322444
cc_align,100,gov,1,bible,9.114495503630007,13.587197882393017,12.01156978872335,8.93657709398267,-20.466473397405377,-22.47295153978965,-17.356935649105882,0.7290074371924181,-3.2147070689123334,-4.095788523733084,1.2251144499260695,-3.575498920507462,-5.89735673618092,3.5714064863890187e-07,0.562462517644743
cc_align,100,gov,1,gov,-2.22172586165275,58.29522575407166,64.59127668975822,53.361827789004145,16.659599093544784,17.064877883548387,12.67926260210806,-18.884232758801417,-20.468052428184347,-16.99908669732461,-38.4658078882764,-22.90234476916705,4.653956447431005,1.2238657914629223e-07,0.2926211238507643
cc_align,100,gov,10,flores,57.94538140497185,64.59048673462114,53.465896285166394,39.23537792224983,-103.5481340140896,-115.52450534326435,-88.5671679208638,-0.4057211121426307,-21.040421275924515,-23.031652803367024,13.79982367025828,-16.381839877025417,-32.868366004478624,1.6295260863340404e-07,2.9968028973258622
cc_align,100,gov,10,bible,-0.6261233225772709,26.104347214049856,28.702625320436496,23.541578828433774,1.9399457226075048,1.9971951468281106,1.3263379300701827,-5.684590941431301,-6.886215470583427,-6.229154119368607,-19.3355443628193,-14.421525893630545,-3.3320419584850516,9.086514090621226e-08,0.020873584342564963
cc_align,100,gov,10,gov,-4.271219422868432,62.88291956829785,70.25255079910409,58.21290936442093,25.21016044303236,25.975419768484354,19.37702933776784,-24.616665469997894,-25.620287059349515,-20.75444248240984,-38.264317982861236,-17.793546990694843,13.9803426984323,7.194074627911665e-08,0.47567400601301596
cc_align,100,gov,25,flores,60.01819249409944,54.56826846693098,41.81965099714433,29.431118722407916,-99.24241149808287,-111.86768474793392,-86.04677764540281,2.9898012175841715,-17.34006026443021,-19.86203568413641,19.280299539451022,-13.456259888687102,-33.76732012999719,4.424317150266436e-07,2.8954716253902877
cc_align,100,gov,25,bible,-2.2199675749661325,24.358800064411977,27.2606707073623,22.47909851626412,7.043994099105018,7.3853325184210545,5.38344363653698,-5.2560047250979185,-5.7690026149195015,-5.132290822179382,-20.8051436166819,-14.92008139388567,-2.9058740274091077,3.5106597327024886e-07,0.15745612569969303
cc_align,100,gov,25,gov,-4.274969920680425,58.08093239915431,64.97144856517018,53.84422898208963,26.456312082659412,27.154402362909444,20.214394492888804,-24.033695304525494,-24.825809486170993,-20.010986784372086,-32.98131222783863,-12.59377451182258,17.348879591767137,1.881600026746646e-07,0.5051415413679649
cc_align,100,gov,50,flores,25.839895215330994,3.7151002044653008,-3.865351500610268,-5.566423709586869,8.80163242269219,2.205270044542545,-0.191947686928433,-4.432749825240566,-8.890960003549313,-7.328640212801228,1.2724454969750527,-9.881346916253639,-13.959667520369127,1.6299486767831464e-08,1.8686723220131538
cc_align,100,gov,50,bible,4.409627561196447,0.9464560326627787,-0.48178655445064167,-1.0139011472450854,1.3135066974799863,-0.025924679537749486,-0.5982243686370949,1.183268173076005,0.07503527202900315,-0.3881060903496949,0.3717942891411697,-1.6556339038926122,-2.561809112863225,1.8669571582192436e-08,0.2379756728787692
cc_align,100,gov,50,gov,12.129371506929528,8.005281473581855,4.966992299456738,2.862095800765442,5.704755800768471,2.411077378774307,0.7295341892581695,-8.04290991428571,-11.159594657110265,-9.373978671569324,17.296973932469342,18.734331869678982,18.119608967327284,1.564243175230103e-08,3.7130466829170703
cc_align,100,bible,1,flores,4.102479527422983,16.719696517973208,16.96092165553778,13.441107997434905,-7.381747615287811,-8.37640121690079,-6.650143207354058,-2.2608864955926995,-4.525321100841247,-4.593249706926525,-7.909658042717134,-8.12213125450916,-4.453029129757253,8.222290918045401e-08,0.22082947318084417
cc_align,100,bible,1,bible,-22.050889705513008,64.22218055829633,77.05964140773398,65.29888267730838,56.927366341545344,61.4867033747871,46.64061361057121,-33.336267384285826,-28.569498497959174,-21.267098201062545,-64.96951337050865,-32.88304629835158,13.706505050814203,1.6857361264574224e-07,1.3771453009076933
cc_align,100,bible,1,gov,5.319781235045498,13.819076967833988,13.405046522904694,10.399830830295308,-10.495234497562938,-11.752192533121077,-9.226096373009264,-1.7221273217345288,-4.272505052303705,-4.441986629250513,-4.179217903293529,-5.7727775271544,-4.325373301219295,4.1821756534703226e-07,0.3001886530554674
cc_align,100,bible,10,flores,10.078287905694406,17.229780234023792,15.729273598473068,11.933249436050112,-19.120752132144773,-21.355263119442917,-16.5706512625587,0.9296740766186085,-3.297321095366457,-4.262149888565287,-1.7742861558875707,-6.478216536434787,-7.444699763805594,5.990406956050094e-08,0.5428872704303697
cc_align,100,bible,10,bible,-27.42686896622218,64.7794172541359,79.28549799871939,67.58020430699604,78.23798253988308,83.72110690959983,63.3428696665494,-38.03388320809532,-31.005065972548607,-22.312991983892424,-70.8798981464147,-32.27907796852349,21.001075563310128,2.50440875033392e-07,1.901758511065106
cc_align,100,bible,10,gov,6.037501363290618,22.483070362512038,22.720126103399075,18.047216948272446,-15.44868474760808,-16.731160372597,-12.894735794245003,-2.4433047992277963,-5.872192515578054,-6.116755271764269,-7.720227587500791,-8.772133854305386,-5.336576319016355,3.235071727958618e-07,0.4346675369583647
cc_align,100,bible,25,flores,11.428967193558842,19.203254115069484,17.494892753203036,13.28339974103117,-22.889524464879983,-25.37153416646822,-19.601504860232875,1.6332806353489393,-3.201842798612935,-4.424230757284798,-1.2794360325417695,-6.850864202145215,-8.409495393691952,2.4220313050647955e-07,0.6438963553261433
cc_align,100,bible,25,bible,-24.5331732617202,61.828867146412726,75.17159919721513,63.9402691668455,83.10439318017495,87.78363413532783,66.15119993836929,-37.764558850560064,-30.83748285850847,-22.00511089076729,-69.37941690817672,-32.092329367006286,20.17697494228479,1.5776450396218219e-07,1.9927745553781737
cc_align,100,bible,25,gov,5.864348261413125,22.18183214716586,22.440706241778823,17.830232019997872,-15.311261837366727,-16.55761438012197,-12.758875024371136,-1.521668557339023,-4.925865020834637,-5.402585426597509,-7.706042962377417,-8.831741910399256,-5.5318153146233024,4.4017244840609124e-08,0.42776380411294557
gov,25,bible,1,flores,13.557541960174115,12.553341142232723,9.541418882708545,6.529541737576234,-26.228131111145526,-29.21396639951907,-22.59330986762952,2.380907918977058,-2.71454161029849,-3.988404679564391,5.028340424619077,-3.057889096190246,-8.557421704385625,8.861254665857547e-08,0.7306307252289026
gov,25,bible,1,bible,-6.866745656123592,51.30701939675733,58.297713080709464,48.535376124048625,27.267801891380216,28.571424446213097,21.407984123041896,-24.7320023718839,-24.196089778650798,-18.98237532869228,-39.93436526623499,-21.42581850230785,8.086730207376297,1.3975637101840568e-07,0.5815851564997504
gov,25,bible,1,gov,13.513408255390607,12.919067468770074,9.956952573258516,6.876916104327542,-26.29376255631688,-29.2653866669793,-22.62688347504208,2.16779828357426,-2.9399433608459105,-4.170321694675867,4.9128875752584005,-3.051028918832557,-8.40037853264786,5.7461784511517704e-08,0.7329127534670573
gov,25,bible,10,flores,23.70228005290823,17.170908968002728,11.577318738254615,7.383787519433608,-48.475870398572106,-53.49649759830741,-41.071453064863555,5.181804667826052,-3.4953283815642253,-5.740283297215365,13.948527231308177,-1.0956080641983934,-13.26375552660222,2.9647429967526905e-07,1.3410534444213082
gov,25,bible,10,bible,-19.97327445121122,61.225485259137265,73.14007652820096,61.886344190097894,63.7374901763644,67.6436738680534,51.03167757860882,-36.16041263106083,-31.27642969674735,-23.066449539112934,-60.217260653969056,-27.5168026101507,18.69621625464041,3.5407110433886535e-08,1.5043658541300904
gov,25,bible,10,gov,16.630096867454455,27.765900908107554,25.35347327888421,19.359065409216637,-45.40707902852063,-48.706565566327605,-37.07475656105429,3.6958590869381793,-4.091349795579699,-6.321195919242349,5.371996540257123,-3.618567896876788,-8.993823246067778,3.7481331235594204e-07,1.2281319106690307
gov,25,bible,25,flores,26.299785399153077,17.788151316921585,11.477048222080194,7.088311983712463,-54.671518350367464,-60.20950541545708,-46.17140464093638,7.066234177512645,-2.5629968586437784,-5.351465130971531,16.565839213612445,-0.5906720073411938,-14.907907113568848,3.355167995647747e-08,1.5056663945761681
gov,25,bible,25,bible,-20.741937720832137,61.06831992929205,73.19786431572618,61.99726099445019,77.1063039595869,80.97010308758009,60.90191091368184,-36.6215543240913,-30.734989829128946,-22.188809002450135,-65.9169255917381,-31.52108511939108,17.890573342267317,2.463641573043143e-07,1.8237318331403196
gov,25,bible,25,gov,12.469511558624617,37.775554179844505,37.61226131871268,29.84085267673184,-37.00925705684491,-39.37088764090093,-29.891769933983472,0.8068455002727811,-6.098376395720206,-7.7484845375533355,-6.774279952118627,-11.177664411262663,-9.263550818743553,4.3470072153817415e-07,1.0106693509507314
gov,1,bible,1,flores,7.058250362878876,21.92211022881002,21.79684877575709,17.199901041338837,-15.732637371940472,-17.2577594474622,-13.344159190962632,-2.310781878658472,-5.893020409694196,-6.133430852798785,-7.550756853054242,-9.386517675898425,-6.491993196785019,4.009968351926288e-07,0.4476725160362584
gov,1,bible,1,bible,-24.581374886080386,78.9869266085291,94.06003799205467,79.56995535336615,55.38411189882874,60.695809417267654,46.28836747266712,-37.06884357494217,-32.53506386029782,-24.667158760576267,-76.36283222223635,-40.804461312634054,12.306810083404564,1.116207825499655e-07,1.3417862331587453
gov,1,bible,1,gov,6.563441340264237,29.666823876885715,30.464461565879816,24.410860990550965,-19.81043152664681,-21.092991890531458,-16.10459930719089,-3.161658247399067,-7.3184309843931,-7.600304913090316,-10.55458723886739,-11.128593054905945,-6.066119380660173,2.6684141562871986e-07,0.5517770998282746
gov,1,bible,10,flores,16.319829085995828,26.510219179576957,24.065295056312582,18.318750339215587,-37.6417180587804,-40.99639292477232,-31.370569093344457,0.3193313054410983,-6.67176821071097,-7.857881914338131,1.4112819169276911,-6.7919813531968565,-10.24985996164976,7.97497358591159e-09,1.043799850299251
gov,1,bible,10,bible,-28.521319846224486,82.36357404493758,98.95628567146787,83.94286803728214,75.87317099507213,81.79825893663984,62.08693966861887,-44.20070219350218,-37.79969326100307,-27.962777074488752,-82.8389762667825,-40.72960419934592,19.744270150164084,4.6320940617008566e-08,1.8253760158180405
gov,1,bible,10,gov,-0.7437940824197461,58.46373005343335,64.33323217837348,53.02742899689874,-16.227761673448022,-15.6009248824194,-11.477650274829257,-8.91120465784198,-12.883400575186025,-12.439699808742407,-32.53528067034641,-23.864302592402932,-4.443080268737137,3.1349620618655423e-09,0.45260844512777865
gov,1,bible,25,flores,18.86743105842445,24.48717082965989,21.075655955266278,15.637055713876368,-41.35851257425597,-45.279526174547414,-34.68947266102676,2.434172913565898,-5.208469915518323,-6.896180192458357,4.672454166192173,-5.820230784524441,-11.863827432451995,1.326361544909922e-08,1.145967812618512
gov,1,bible,25,bible,-24.19880231011783,72.6524482945696,86.97732013796785,73.67927514621945,75.43363693489195,80.2441771401047,60.62997033710714,-39.75077390237772,-33.859842248126284,-24.87672209685746,-73.62074181650584,-35.44470423405559,19.315896395907306,3.030359853166371e-07,1.7938082310071781
gov,1,bible,25,gov,-7.9646238237180835,68.95972260580805,78.04505438905527,64.96164782682794,0.6070106732312821,2.771603545354113,2.5523176647284167,-13.765220399058293,-15.722825230319522,-14.128297926706956,-49.42315875575414,-33.501630743116266,-3.5524098552825127,1.0662122996912749e-07,0.014681165958009485
gov,10,bible,1,flores,12.976183676450821,15.769599194729013,13.253696601393433,9.648198922341626,-26.112239784538964,-28.935174020660455,-22.336072338522282,0.9531839088141797,-4.150808641373404,-5.139651190776917,2.7184680437002116,-4.39556785439571,-8.324192828035804,1.3776320215612033e-07,0.7295028047730456
gov,10,bible,1,bible,-4.549369176858956,50.91213766703853,57.16819891467443,47.41139159121582,22.697363611260975,23.517960608842525,17.543874432093716,-23.60126645215398,-23.77387594465957,-18.8625820483588,-37.596971020175936,-21.008157042084832,6.539924599118888,2.0275385094031274e-07,0.45800147963946775
gov,10,bible,1,gov,12.913132085321323,17.497169010248633,15.172935947007563,11.241081682209172,-26.770289714370232,-29.554592897179976,-22.780433831321048,0.950920084605601,-4.276606636655493,-5.31641278783183,1.8428538801690542,-5.038314418027236,-8.454440488962383,3.637889016393179e-07,0.7466230028117278
gov,10,bible,10,flores,20.82575873857506,17.656020600885068,12.973875393598613,8.774450406597568,-42.79689580844777,-47.21698503989562,-36.26952480195599,4.186695346783436,-3.605603520204689,-5.574642848188011,10.537378609988806,-2.2884371318007086,-12.019781988232266,2.529291463376223e-07,1.1854760825157062
gov,10,bible,10,bible,-17.95732614624049,64.79571826506357,76.46250773447069,64.47005307655276,58.82237087762744,62.354598212071544,47.033518445200805,-36.033975576193946,-31.993201746107967,-23.925297294116163,-60.665200475675235,-29.093384519137427,16.78661541730788,2.7597121090521463e-07,1.3691037895327656
gov,10,bible,10,gov,9.254721506320111,40.39432849873732,41.45734165623042,33.28479072675764,-33.09521134964127,-34.72990356468533,-26.267536583207598,-2.3701174199415775,-8.507616416825257,-9.414099363022702,-10.075405234102384,-11.471928217398943,-6.431192550365967,1.9729047098842853e-07,0.9022915824314729
gov,10,bible,25,flores,22.731574375721305,18.342763637356256,13.157547838200518,8.770512826041859,-47.462213467139,-52.25852680710185,-40.09612855034137,5.615167861009779,-2.9002719167820925,-5.2878264378097235,12.424424287924731,-1.9169760342444413,-13.177709234055692,3.373159603237339e-07,1.3094643898054914
gov,10,bible,25,bible,-25.8585517244481,61.969443136144655,75.72407155860652,64.50556496800729,85.72749531220934,90.68379086058171,68.36887874154799,-38.092535338457914,-30.74504010478591,-21.813837442690815,-71.20839236563785,-32.997266862519716,20.379144574946086,2.1054944061538156e-07,2.065754759614876
gov,10,bible,25,gov,0.6089861140938424,44.1861826886387,48.22211698773429,39.588499199864515,-14.342314083561979,-14.182215231285962,-10.587796248717074,-5.439945599007157,-8.919405378180354,-8.994960469146099,-22.970518702639723,-17.26705934924236,-3.6161066022209947,1.0976855268238562e-07,0.3973222539970994
gov,50,bible,1,flores,4.331683374959728,0.46889667667733276,-0.9837189014132112,-1.4227594418246257,1.1291571468129278,-0.18649748884953957,-0.7106999806427644,-0.043592159846756726,-1.043198045901406,-1.1744065505820453,-0.10594570881238045,-2.226079975464656,-3.0892515848747246,2.6254106535635388e-08,0.014162722564881835
gov,50,bible,1,bible,11.512697249153035,3.7583501161388124,0.4803760417786655,-0.7990875028658451,4.248295961291725,1.1474866823871428,-0.15177858179443757,-8.136616768183991,-10.505737720051444,-8.504332450755841,8.185801032120722,6.384143308625718,5.285109694672712,4.691410866476402e-08,2.9193884705511
gov,50,bible,1,gov,3.7725078459804875,0.461210394365152,-0.8244205005754804,-1.2452256632866663,0.9538060731061649,-0.22532414212128737,-0.7072208366761007,0.1620734490544908,-0.761267064989652,-0.9635415114731759,-0.013367566029908278,-1.8532100417568569,-2.629043031130057,4.103708944587303e-08,0.044935411118760975
gov,50,bible,10,flores,4.788552702045027,0.6516656532013128,-0.9197347362337799,-1.4072075627125884,1.3237485385775343,-0.1052158177585143,-0.6776403467486041,-0.28497656847776076,-1.3728523682415792,-1.4362982762578618,0.2408030329321058,-1.9416084383776946,-2.8451301081872606,1.7311971066688694e-08,0.1171140073054957
gov,50,bible,10,bible,14.901020030657401,5.6336904759968816,1.52676376182165,-0.21065926951044314,5.8470111639747095,1.9006804127604973,0.20246047367731412,-9.8445373549705,-12.950511355596548,-10.49349914928137,11.86825851046119,10.030502997022147,8.70004368547464,8.064712345144211e-09,3.7602058541386185
gov,50,bible,10,gov,1.6144914173914788,1.132393332143646,0.561283838185667,0.0776932116950445,0.49597854129721103,-0.16325825842894276,-0.5398835547934402,1.6928154613734179,0.9409623602326127,0.24259402584134782,1.5616157033626452,1.2403740240621624,0.843709100246804,7.069408233218013e-09,0.34453520039782953
gov,50,bible,25,flores,4.5393326127172,0.7168943814735105,-0.7732163729786772,-1.26560567835594,1.2751615437773967,-0.09363404675783946,-0.654913898343909,0.4319358561943074,-0.6446018943405785,-0.9014791252999022,0.15413829381866556,-1.9816882040362493,-2.885742833640184,2.9700489494008166e-09,0.0714551795568958
gov,50,bible,25,bible,18.326664861297544,6.499513464852922,1.4514400994293701,-0.5532342542252098,7.193077215089693,2.402215014679755,0.37302398384101243,-9.14699490554457,-12.884732840722801,-10.529125542615533,12.233496582193487,8.948803429729555,7.046062130193537,4.6513601470023854e-08,3.730946622273561
gov,50,bible,25,gov,2.6160276403861396,1.319757382986929,0.4669250641512889,-0.08230927944681547,0.8884022453842642,-0.017079625183079483,-0.4898708983289806,3.1501697310812036,2.1997468978043395,1.157678079451892,0.962922633781473,-0.11203256483446908,-0.7841906000684783,2.6759323427698347e-08,0.7175838468562247
bible,25,gov,1,flores,37.36623163738749,30.85557841050763,22.53126996545947,15.327736206590153,-73.29952745553244,-81.08650004498904,-62.144280121483,3.7783245967048935,-9.603157088588604,-11.894352583683036,18.69927937805893,-3.512473491122248,-20.09295502659643,3.6987343328407354e-07,2.0607445547418908
bible,25,gov,1,bible,20.0031091777363,33.71412112880177,30.884587437274156,23.658812430241447,-41.791775987266,-45.90393967615234,-35.163834961568796,-0.400464864293534,-8.619589124928416,-9.748451174087162,-2.1487086774832687,-11.797320277631632,-14.39456284288354,4.3310304984788244e-07,1.1795283560714298
bible,25,gov,1,gov,13.171144962907553,37.01675037709845,36.567091455739536,28.91877541971068,-15.915742664405867,-18.830788215555803,-14.80798611590202,-5.264424531558596,-11.004097362455084,-10.769426181749887,-7.429680706791815,-7.881396810787193,-1.758119803397576,2.8836591170143214e-07,0.5516161724475022
bible,25,gov,10,flores,70.97138523011765,47.76592374888124,31.050935292596847,19.626535923874982,-131.80321147557808,-146.5668813262352,-112.3116357040169,8.126502812349083,-16.04269508408984,-20.042916509092937,40.168888277828955,-2.955198925592169,-36.97793125181187,3.720123727770086e-07,3.7355792856890755
bible,25,gov,10,bible,-3.3811466899807985,84.1571321815519,93.38714175034336,77.27870965620379,2.801290204416234,3.9493407590689573,3.238617111561671,-24.678874190683704,-27.7481222547632,-23.529392876405552,-58.923883149983666,-41.46616125852066,-5.460672323034725,1.2526862768560817e-07,0.04193206266268512
bible,25,gov,10,gov,-1.9424499271358349,55.601104381025515,61.54399788189794,50.818118030888186,20.992285300148588,21.212898076715902,15.68886346911045,-22.39711160964576,-23.783535162058165,-19.348455776961007,-30.87716045080025,-13.326931766418666,13.808014896233287,2.73165721004622e-07,0.3693001230201352
bible,25,gov,25,flores,71.13702203983931,49.26425012188007,32.64954328133043,20.935282041289458,-126.5598933921345,-141.44086803623628,-108.53394728288063,7.653320179235624,-16.27809478907148,-20.0935557873763,36.9444838867091,-5.49983232423755,-37.788401886798475,2.1029019203292107e-07,3.616674642554041
bible,25,gov,25,bible,-16.384523445277168,96.63492654696542,111.01372881745128,92.92461907678155,24.76988621435733,28.770353474430593,22.369321985140626,-32.301366468975864,-32.07178297886463,-26.101544982915744,-78.80412681593684,-49.56074377992062,0.7610942695316901,1.8665922779472375e-07,0.5539290832786242
bible,25,gov,25,gov,-2.769964354178863,46.99089125096267,52.32115994504911,43.25602211617047,22.900629810694532,23.21045157390877,17.15696142562598,-20.74446847164911,-21.588983293181812,-17.41173856013055,-22.912985782923567,-5.518537579595465,18.576163050695083,1.3160794966460905e-07,0.42643728419923926
bible,25,gov,50,flores,23.545832801464385,3.0689219169230624,-3.887933657243387,-5.397408361698551,7.865469023208407,1.8353276057259926,-0.33125426323958784,-5.923283221158126,-9.928471289415208,-8.03578919530764,1.3388147240343893,-8.678496158597401,-12.302406382028863,7.251779934095824e-09,2.162687211925184
bible,25,gov,50,bible,9.447067332323744,2.3243647858247485,-0.47731841379771817,-1.4223590007954736,3.2504368729417674,0.6680216471341305,-0.3808410355609956,-2.800224693966443,-4.7575288599002326,-4.106757136603782,3.3791382611270517,0.4105337351386625,-0.9274597326239097,2.8702319710937762e-08,1.1451434505140075
bible,25,gov,50,gov,11.223592225189673,7.910038395567988,5.133964383602507,3.074350754689108,5.409513052198255,2.337813153089089,0.7280322046249976,-6.799429714884449,-9.797194109342835,-8.353049020728744,16.857242476655767,18.478564702347228,17.921737984803553,7.93159546619057e-09,3.345822937713369
bible,1,gov,1,flores,14.167080021531143,62.62795683143957,64.4406326035742,51.896284468320104,-33.51829149040401,-36.14234626732281,-27.4667368112321,-11.917913694254741,-19.684959273198874,-18.476814318416537,-26.4890526493002,-26.644189208437332,-13.45665911106745,4.016494202656661e-08,0.9913626314346773
bible,1,gov,1,bible,-7.671307775850697,67.65254806729507,76.519186284619,63.67536303088692,12.25552505137175,14.15867057881042,10.935386796972837,-19.562598191578022,-20.48002847454107,-17.129336155571067,-55.210444956812175,-38.2456002735976,-5.379514706628762,3.892575483335133e-07,0.2523730925149113
bible,1,gov,1,gov,-29.741541999963275,119.71024809163542,140.40370229483275,118.33105026012943,53.10308298797942,60.00259088433776,46.29683070251366,-41.15878521866986,-37.76960692313645,-29.884568858816127,-106.55851531530611,-62.56575246848363,7.485258340333432,2.781341311700088e-07,1.2812570936438021
