c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.133273976853,0.050972814938087294,-96.09781858835079,13.362422511572003,52.025177492794356,0.0,0.0,0.0,0.0,0.0,0.0,4.57348052208444,4.548806490994555
