model,mean,min,25%,50%,75%,max
linear,8.80334073299424,0.6117157731984664,3.9305501592344396,7.515183597274431,13.804521239785451,19.1191207904342
poly2,8.959893508343407,0.6475798884803531,3.6975795753625187,7.661793784874127,14.090085028039399,19.55500635526243
poly3,9.014368634613001,0.6812316823199615,3.679692158636499,7.7198851020785515,14.22000352315724,19.70176686385898
exp,8.70748823028224,0.4830214940140571,3.244918069438672,7.525429327573878,13.830027114563121,19.14699356171239
log,8.837009664013255,0.5691165507754111,4.327553055517283,7.517419712485892,13.800443982799024,19.112414536002944
power,8.736394209025848,0.4557434450456396,3.543201774290415,7.53363892383918,13.826874425471084,19.152960635382374
hmult,8.811490235569488,0.4788676795266808,4.652173127540309,7.49467358576082,13.703634039666365,19.028711836385327
