model,pareto,rawlsian,1k-flores,1k-bible,1k-gov,10k-flores,10k-bible,10k-gov,25k-flores,25k-bible,25k-gov,50k-flores,50k-bible,50k-gov
linear,True,False,2.3720484633035914,8.569244368352754,9.785270739574264,5.361695076945581,13.339407619717417,17.222433788362856,6.461122826196108,15.199862099989554,19.1191207904342,3.536150556315244,0.6117157731984664,4.062016693540838
poly2,False,False,2.4150451028007245,8.73825344679592,10.00758530612554,5.466818225132199,13.613113617683002,17.611462589807513,6.585334122952334,15.520999259108589,19.55500635526243,3.641127128233409,0.6475798884803531,3.716397057738889
poly3,False,False,2.417796027150047,8.821072317230389,10.074302668675331,5.5166290506231945,13.735921079209078,17.71447812633776,6.618697886926715,15.67225085500173,19.70176686385898,3.75024578826157,0.6812316823199615,3.468031269761285
exp,True,False,2.373397413594504,8.577011063966165,9.796004217506615,5.373956241237842,13.364616247005475,17.25423553385558,6.473847591181591,15.22625971723606,19.14699356171239,3.140937384237526,0.4830214940140571,3.2795782978390537
log,True,False,2.372026869076295,8.568898497654693,9.784098469860798,5.365635393072515,13.335504196902567,17.216750866508033,6.4659409273170905,15.195263340488395,19.112414536002944,3.432593369715908,0.5691165507754111,4.625872950784408
power,True,False,2.3741514275326665,8.586826569566483,9.79510743163882,5.379708161482391,13.36163975513186,17.25064971003822,6.480451278111877,15.222578436488757,19.152960635382374,3.078966938255808,0.4557434450456396,3.697946719635284
hmult,True,True,2.368302272012517,8.50598275301461,9.726993119610205,5.381325278424184,13.241106683185132,17.132372489927786,6.48336441850703,15.091216109110064,19.028711836385327,2.464716674888686,0.4788676795266808,5.834923512241619
