c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
8.18728608824907,-1.3962366136204847,0.07710384291530273,-0.0009737836866803833,-16.779700266914126,-11.484418866302843,-6.450797556140756,4.792121944444905,3.952517920681661,3.7261482820421805,5.774659346779552,7.138068716901377,2.9097727017161605,10.183272160765029,8.146090021950576
