language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,33.70292849909629,-81.31011672190434,33.30251652410686,5.100532427640665,5.161425306609425
gu,29.30882197949226,-5.155067842200047,-89.42253463750644,5.005250375372471,5.062205609079785
hi,37.513758644432166,-62.19289537961484,-13.586739794620755,4.264626248144758,4.314755714112929
si,60.14293546665238,-204.99284802223937,177.92972539096903,3.917008167695841,3.9591555926725404
ta,44.25793619557229,-140.7241289112069,113.36217395857267,4.306580084060544,4.351547302914272
