train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,kfold rmse
cc_align,25,gov,1,flores,0.025310044030200752,-7.734014091261275,1.7415395765948145,1.829610188822046
cc_align,25,gov,1,bible,0.001071202265915693,-9.636666890827598,0.6674231959199021,0.6676245028493863
cc_align,25,gov,1,gov,113.15207473411343,2.232187168525776,2.4469926821440477,2.777043788503456
cc_align,25,gov,10,flores,0.05953147324843316,-7.446803091694839,2.0187021548169395,2.126444140912215
cc_align,25,gov,10,bible,0.027782471904981707,-6.274153483703403,0.8016377975729857,0.8594950173911651
cc_align,25,gov,10,gov,241.73626104994784,2.660121784173236,2.7831660125583024,3.868378682230206
cc_align,25,gov,25,flores,0.0850630132216685,-7.11808929204214,1.9147728001913218,2.0311360466175206
cc_align,25,gov,25,bible,0.08102897187684378,-5.025995494213897,0.9653678837949282,1.0362754105320235
cc_align,25,gov,25,gov,296.26553339454796,2.8066354556465334,3.0240744431566164,4.043745545749085
cc_align,25,gov,50,flores,0.16163242562403912,-6.366525437897093,0.16784799540003004,0.24254986714210833
cc_align,25,gov,50,bible,0.21570431228115383,-3.807128889674926,0.4302498450499318,0.6230945027145608
cc_align,25,gov,50,gov,339.15325927200064,2.9032834079926446,3.9320330438587345,5.502174097515173
cc_align,25,bible,1,flores,0.008925370235550697,-7.193470686316968,0.5989427595028733,0.6037352827350251
cc_align,25,bible,1,bible,124.60536913851358,2.6489551889903202,2.3377882698836077,2.8480435479508035
cc_align,25,bible,1,gov,4.269972472045985e-05,-13.740816926387792,0.35060828486993617,0.35269711054331176
cc_align,25,bible,10,flores,0.023972496088032563,-6.5459522707800994,0.7976087665062109,0.7999742600710951
cc_align,25,bible,10,bible,195.9700412032454,2.690739956851028,2.81512126931802,3.606167425973327
cc_align,25,bible,10,gov,0.008671646114529752,-7.234236833008825,0.8095763741149684,0.817195162487415
cc_align,25,bible,25,flores,0.05061895371540491,-5.635136306284056,0.9044807937843896,0.9254498934222739
cc_align,25,bible,25,bible,181.23749242699492,2.39743761673299,2.775627871758073,3.5444038374367706
cc_align,25,bible,25,gov,0.019955423854816308,-6.344673202439439,0.8715594136360283,0.8734685166557754
cc_align,100,gov,1,flores,0.05022252322840472,-7.019670173012594,1.418610368572251,1.4872874437042898
cc_align,100,gov,1,bible,0.0033188921117794923,-8.356912312519924,0.6312129354669491,0.6322652484251323
cc_align,100,gov,1,gov,104.68184867908995,2.028527172410937,1.910404224013299,2.2660844401116527
cc_align,100,gov,10,flores,0.16371361178002852,-6.194518759344502,2.050449953157161,2.1451607957325587
cc_align,100,gov,10,bible,0.6417639432600105,-2.224629882609206,0.9154816636918539,0.9407412700132722
cc_align,100,gov,10,gov,261.65842969743557,2.7467613341149897,2.7465341848698093,3.7710546952090986
cc_align,100,gov,25,flores,0.2157888270167007,-5.962044403909175,1.7295437930477695,1.7624254518555056
cc_align,100,gov,25,bible,1.1016097612956424,-1.6502547862329149,0.9622921374507535,1.0339606022783248
cc_align,100,gov,25,gov,340.3320297356225,2.982394970640047,2.9813586752973977,3.8816628964923074
cc_align,100,gov,50,flores,0.19938119474583904,-6.21347461363158,0.049591105095584564,0.07166089655652465
cc_align,100,gov,50,bible,0.7855875548074629,-2.3532465841373678,0.26300884405535047,0.3831026897518621
cc_align,100,gov,50,gov,369.0825999507662,3.0177083051730493,4.066136028700633,5.57288355887697
cc_align,100,bible,1,flores,0.01053456266721798,-7.119128002377286,0.5705617797640736,0.5798233931154421
cc_align,100,bible,1,bible,121.23993336358618,2.5606140410409437,2.333393573207076,2.922946075550748
cc_align,100,bible,1,gov,0.00015362300099292845,-12.274545803944715,0.40137790535339407,0.40192585625177785
cc_align,100,bible,10,flores,0.11237796267431643,-4.662790562626359,0.8841171196973225,0.9025402827075041
cc_align,100,bible,10,bible,217.98162836603748,2.8159653687252564,2.8408681392092183,3.6795458551095677
cc_align,100,bible,10,gov,0.08918813587060144,-4.374298421403147,0.8648674139306468,0.8650446586945554
cc_align,100,bible,25,flores,0.178035274023285,-4.157385793344578,1.0933154400682141,1.1160294585012607
cc_align,100,bible,25,bible,168.13166708202652,2.2775190631669866,2.8761301081515396,3.653778407918706
cc_align,100,bible,25,gov,0.26062589388966456,-3.0606581005035864,1.0007119347323585,1.0049513342301555
gov,25,bible,1,flores,0.00037599783127929696,-11.733921281205738,0.6412845165967769,0.6420880237638339
gov,25,bible,1,bible,69.04850289989459,1.8077546212469902,2.092741447182557,2.7806912840891735
gov,25,bible,1,gov,0.0008870592161207012,-10.64469885756573,0.6316696200041031,0.6317811517530516
gov,25,bible,10,flores,0.005161493170467381,-8.873332275171888,1.0492864272650535,1.0532740375451428
gov,25,bible,10,bible,172.53366489285938,2.505100280184012,3.029168954110232,4.0137599972254145
gov,25,bible,10,gov,11.671227248098553,1.0866230104861838,1.9409504461472902,1.9461414263984689
gov,25,bible,25,flores,0.008212990314429552,-8.349216620833163,1.3178368598721373,1.317869254008916
gov,25,bible,25,bible,134.58489382775127,1.9835301701833212,2.8387083924376735,3.5865007833453473
gov,25,bible,25,gov,11.373925353431908,0.9222031001962154,2.2805791135077738,2.283827449598658
gov,1,bible,1,flores,0.00039751726567279605,-11.368762535247948,0.7863337931168981,0.7876936237165908
gov,1,bible,1,bible,114.25874924059262,2.6380305140579474,2.5017371847375975,3.018450514203058
gov,1,bible,1,gov,0.6326692034094725,-2.024273137013968,1.241311355501234,1.2419199091890694
