c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
28.3856799143784,0.051495929975210686,-1.4947480512356268,5.523566794466762,-2.1364264818557372,-5.99087838710982,5.187628343430333,-29.577996666655736,-11.233055338802972,6.528220009658575,6.623232781477069
