train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.4216106838640075,-4.043566996663774e-10,8.766159317273539,8.944069297242157
1,gov,7.182400109396618,-4.5462320638450705e-09,9.998999808885698,9.731747333412763
10,flores,4.443860473788127,-1.8295942736208368e-10,5.995713970912272,5.717395331933277
10,bible,12.4050506894744,-2.677708673582648e-09,13.30260794544368,13.629842219025026
10,gov,15.596774935318749,-4.411430487294537e-10,17.120125122682314,16.955984518927888
25,flores,5.874998710275123,-1.5670704208772356e-09,6.968151235824371,6.715992653749318
25,bible,14.629776966020316,-3.80474373346284e-09,15.10897796766796,15.450696075315513
25,gov,17.531569062238376,5.318445927865756e-09,18.989214231757,18.828582332689866
50,flores,11.740412949494436,-9.678871670384358e-10,4.211440979929699,3.5761777322260797
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.82696678309187,-2.575003412057307e-09,5.896108505781433,5.610775923383377
