train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,1.4948399822605354,-0.8382697777178945,-1.123769891692706,8.501340547071582,8.620405988038366
1,gov,1.5322715312575503,-0.28908026323695557,-1.6117471313316736,9.648889692289869,9.620380705674854
10,flores,1.0085022369069707,-2.7002135316809194e-09,-1.9160359564159475,5.176334160352633,5.167668135468637
10,bible,1.7315049382935415,-2.4782782473474767,-0.3201910816537042,13.193517645327631,13.305904792371093
10,gov,2.03945390377118,-2.3285666402073604,-0.46475893903250043,17.106861202899477,17.11436643539095
25,flores,1.14844616334383,-8.284458084122329e-10,-1.9652076832919334,6.243158935336234,6.2217445006489696
25,bible,1.8655553852164226,-2.6984774209790654,-0.23082546260183315,15.03581883587922,15.167982671286634
25,gov,2.2229130557883354,-2.371043969181778,-0.4544105976564763,19.00627979774241,19.01433827303963
50,flores,0.949773480237822,-3.7786396796349053,-5.138313027039317e-10,1.6937314181529797,1.7646728222844248
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,1.091370566355701,0.2685317869514875,-4.200782191080557,5.0952815906531335,4.418287516643961
