c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-13.38142644255527,32.83577992517717,-60.3116613954269,37.37422797955585,-18.310711244559545,0.0,0.0,0.0,0.0,0.0,0.0,4.874469476091341,4.927438537474269
