train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,2.9408725619537326,0.9687479872427591,2.183475986602795,2.406494860312911
gov,1,bible,0.7796687527172546,-6.593895828000557e-10,0.7944977089715314,0.8148144082026535
gov,1,gov,11.705374888180724,1.078392980690101,3.1546886058986034,3.4208433917145187
gov,10,flores,12.170105888570195,-0.07074387629409598,3.4328516225951624,3.836882980270152
gov,10,bible,1.5932735208964204,0.5077711953086156,1.2475121962492381,1.3357514425335781
gov,10,gov,31.279952052728888,0.2314380947464073,3.704349149397958,3.896322229776768
gov,25,flores,14.22999100072983,-6.97635165356262e-08,3.892569959981938,4.373369072523323
gov,25,bible,1.518438801423681,1.0754308457597377,1.3834585790313816,1.4962852226036554
gov,25,gov,35.24105608882888,0.19852943132093645,4.4195157244204974,4.647073645627754
gov,50,flores,31.696613713484385,-1.8576496082270404,1.923178803156238,2.7757308395028946
gov,50,bible,2.580526789352151,-0.4388801761950231,0.8142596381225532,0.932315784280314
gov,50,gov,39.23212669455986,0.16944167167923396,5.316922815165178,16.480527975828313
bible,1,flores,1.0698736687238546,-3.3211202554154484e-10,0.5514640959458929,0.5597577554216929
bible,1,bible,16.521239002537673,0.05973947072022336,3.0638847874918955,3.2638892435446913
bible,1,gov,0.5900705534240128,-1.5702569373608481e-09,0.38586649205175044,0.39830491890046227
bible,10,flores,1.4423406706346116,0.9851021287032071,0.772008729626868,0.8410866109839337
bible,10,bible,29.376995222713045,-0.14010797513981949,3.528135431347182,3.730443207605424
bible,10,gov,1.261898753647071,-1.190800007825669e-09,0.682240210681044,0.7059667862589251
bible,25,flores,1.5846225701921497,1.0856567739876821,0.7836615812385673,0.8590920531682166
bible,25,bible,33.88098374819632,-0.1478591978757559,3.6749556366431735,3.8991609234487656
bible,25,gov,1.1173777396008011,0.5788061579364514,0.7715816269593866,0.8168966860854973
