train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
cc_align,100,bible,25,gov,211.36413398615147,-999.9999999999999,969.2339410208568,130.31449502513357,-87.49136587167972,0.89948158718173,6.690832174999491
gov,25,bible,1,flores,219.0362766544201,-999.9999999999994,947.0736576711445,124.31184572325716,-84.96953338167272,0.5018030822991996,4.141482828691369
gov,25,bible,1,bible,461.4056965384565,-999.9999999997856,994.8831378814223,-592.0659076460561,451.2501055012015,0.25345491505780887,1.925377870679301
gov,25,bible,1,gov,221.59661714285295,-999.9999999999955,945.9841884600049,117.19752633003279,-79.28403780543324,0.49698577565148583,4.102785151219175
gov,25,bible,10,flores,203.8613353283067,-999.9999999985637,889.2404663746521,202.76895260588708,-134.86981493983586,0.7342085387286993,5.998587874196937
gov,25,bible,10,bible,86.52225099752104,999.9999999999999,-986.245335530239,-943.7694617583845,708.3965191618463,0.016602043254969157,0.2942606342834098
gov,25,bible,10,gov,153.7656485982085,-999.9999999981928,900.682799270135,332.4498969631436,-218.0935630566678,1.4500255840183067,11.732008201642262
gov,25,bible,25,flores,179.39772096403084,-999.9999999997702,878.5944035482993,281.03792935904977,-190.57477275183214,0.9141715932122536,7.432630521171681
gov,25,bible,25,bible,365.7307260492583,-187.378941242737,262.1697375808662,-913.9743608366169,679.2955473186577,1.898796342872608e-12,0.12309990228801462
gov,25,bible,25,gov,140.38751064500553,-999.9999999984672,917.2692392027578,366.24095236155773,-245.87799834557143,1.892303856403623,14.194498747619388
gov,1,bible,1,flores,233.33155281001103,-999.9999999999395,962.9810105294292,71.00847697385247,-46.71233885127782,0.7378802720591613,6.032302286460035
gov,1,bible,1,bible,471.9466596623604,-961.4241785177126,999.999999945603,-681.4124424795879,512.6017361906378,1.0997423338650165,4.2543350825910355
gov,1,bible,1,gov,216.75461596093916,-999.9999999999991,950.033076261236,123.11008378208346,-78.1827320335647,1.1131343790107358,9.041811209805058
gov,1,bible,10,flores,217.97410439318617,-999.9999998882082,906.1314033759509,147.18360430964233,-93.13144951498798,0.9723640297914987,7.899973560788297
gov,1,bible,10,bible,564.6216087667738,-935.3173193782512,999.9999951838377,-969.4181932920809,728.7632844257322,0.5747284970154681,1.1369623675019374
gov,1,bible,10,gov,166.67104009129937,-999.9999971518502,947.5129917708479,267.48864789567966,-172.33517824757453,2.4483261474891314,14.209110007228576
gov,1,bible,25,flores,198.6696401623306,-999.9999999730034,902.8423588395024,208.5968261199475,-138.931617144829,1.0293374159297088,8.35611645339438
gov,1,bible,25,bible,537.4345174822336,-922.6731041176968,999.9999999999999,-893.5771550978329,672.5179823707658,0.4092825429160222,1.497917521507204
gov,1,bible,25,gov,170.25524464481907,-999.9999999993379,981.4200607933252,244.07607573673866,-161.78885262713536,2.8014550828215223,14.360398470443222
gov,10,bible,1,flores,230.3338069548847,-999.9999999999983,941.9532130270148,92.84637079893926,-60.92451552623014,0.534786124407324,4.404345681921207
gov,10,bible,1,bible,453.88621509623295,-999.9999999999999,985.1633808388357,-563.9446814997717,430.39794447054976,0.2842634666538553,2.3097076358118076
gov,10,bible,1,gov,222.79166151337438,-999.9999999999997,940.6400512774535,115.6189844631435,-76.64918707959201,0.6447686724741254,5.284086470193494
gov,10,bible,10,flores,204.56975692211515,-999.9999999041676,903.3869691037453,192.29496589959496,-128.3904251028848,0.7536241525174943,6.155146133075853
gov,10,bible,10,bible,546.9041026467255,-958.5190603545168,999.9999999999999,-884.4114051623757,667.9154129536445,0.11123850820075708,1.0077493361064578
gov,10,bible,10,gov,175.7222155776551,-999.9999998247346,916.728161285328,257.52430603772456,-163.0964263887057,1.7480126513686745,13.180436022263233
gov,10,bible,25,flores,184.80412633995618,-999.9999999994784,895.5163439026661,255.13797495830346,-172.85887311201293,0.906128166783796,7.369265729436171
gov,10,bible,25,bible,529.2288312156837,-887.7640613425468,999.9999999999989,-907.8179458634532,675.320457936894,0.056122347338260256,0.551907011292159
gov,10,bible,25,gov,167.11733647306406,-999.9999984630688,964.2250343486405,258.90049139173027,-169.58709211613257,1.9603044958963955,13.439123550989553
gov,50,bible,1,flores,14.045033914611409,-16.275704074436746,-9.93802703711164,-0.38891055652730044,-3.1934733600746514,5.55834063276604e-11,0.14360800974229596
gov,50,bible,1,bible,120.23880770788689,-118.06090701126121,-131.93208750760593,-94.55619203231767,112.59633566938247,1.0079676938296457e-08,2.4873695323988305
gov,50,bible,1,gov,10.088149400435956,-6.975650984325004,-10.331038172675871,-2.02034888588537,-1.902136565111033,8.651957797223905e-13,0.24294268570716207
gov,50,bible,10,flores,16.298522908619955,-15.259925312018702,-18.835156383705957,-1.7476638807995384,-0.5379086892927718,1.6928948706888715e-10,0.29279853527287164
gov,50,bible,10,bible,130.9605783089168,-144.88057148405974,-180.88866943967176,-50.71988784705866,99.72113991490421,8.865553667966034e-09,3.0132192238409923
gov,50,bible,10,gov,-10.09784963169495,18.048743718301633,19.891062987837024,5.674305998687016,-3.9301724839494048,1.3989195304570726e-10,0.2991520158460249
gov,50,bible,25,flores,8.64278354091599,-1.875628544709511,-8.771989701371709,-1.46731288631011,-3.0852129242371076,1.3275293462367118e-10,0.2626855409408519
gov,50,bible,25,bible,137.02580655987188,-124.73938065320833,-173.3182646969796,-83.65717146063199,118.60278136972569,2.2572280445745652e-09,2.865722984566073
gov,50,bible,25,gov,-23.289915335781632,37.9808664105206,39.251763199837924,14.401592757196859,-17.54967693443901,4.940370950883595e-10,0.654847648835948
bible,25,gov,1,flores,248.64093527356795,-999.9999999998059,802.5452064637024,129.1706857185126,-74.29561240167654,0.8605600553110129,7.001333824679704
bible,25,gov,1,bible,217.49886719296066,-999.9999999999965,889.3443854232605,166.06210894660734,-110.73623315062409,1.2114477585284185,9.813499601311266
bible,25,gov,1,gov,258.66531487925624,-999.9999999908115,944.1020563744595,36.68480982956673,1.6567161000581274,1.0959894449974534,8.897923329150933
bible,25,gov,10,flores,276.8317112628697,-999.9999999999928,629.7838137361265,168.24418265978798,-91.32445633012878,1.1625881802288869,9.416888137190577
bible,25,gov,10,bible,337.592720967934,-999.9999984721366,933.6999653605114,-205.19029605365395,163.36977051574272,2.1749671325881264,9.723905417048686
bible,25,gov,10,gov,429.40309428700937,-999.9999984836845,983.2135976674806,-477.12206461802805,392.9721235216401,0.6286860264354451,5.101821062870592
bible,25,gov,25,flores,275.9913962587185,-999.9999999912988,642.2672432423512,173.37534585312812,-98.97845216922275,1.2245984538093329,9.875756600194347
bible,25,gov,25,bible,360.14912158508207,-999.9999999978069,974.829880644746,-299.1371597269393,233.63603359269172,2.4794358870246667,9.352948398360557
bible,25,gov,25,gov,433.5522971047699,-999.9999999998927,994.5444710688314,-497.4942834329511,415.8903420997202,0.3166632051165233,2.750747950881973
bible,25,gov,50,flores,127.70054812159607,-103.44879610133755,-119.62768267187127,-100.33616156469286,72.96565530835296,5.403094587958407e-09,2.2770294295638775
bible,25,gov,50,bible,62.52262032929895,-43.30450310659792,-49.844010960485356,-68.45398196883635,61.145540122930306,1.3350585287516435e-11,1.0965587206557352
bible,25,gov,50,gov,111.91342605976902,-79.35225210004772,-95.1640854372979,-127.28731057170383,164.99151211425996,5.101852739343319e-09,1.9185822706315134
bible,1,gov,1,flores,284.031318182176,-999.9999999999856,870.477464969051,-17.62994085996755,27.294561254254397,1.7546488558256095,10.818730508975728
bible,1,gov,1,bible,282.19927875761323,-999.9999999999942,985.3238793000826,-75.28398160450898,56.309147010298666,1.9979752846097008,10.656524030989985
bible,1,gov,1,gov,347.7463905680713,-971.3299337356227,999.9999999999973,-302.41217732422115,241.51049036898746,3.350364409270319,10.685159552305597
bible,1,gov,10,flores,311.4490794123754,-999.9999999999256,663.5497840688039,44.519780587055,-4.142820276073491,1.8465638338631294,11.477724571537447
bible,1,gov,10,bible,332.22976700379843,-999.9999219031608,999.9998000829207,-235.23164238472785,181.87467756525547,2.4947759106311067,9.89622292737717
bible,1,gov,10,gov,457.3080712620108,-999.9999999999758,991.8648269417067,-565.396490126103,455.5990850293601,1.077878695559401,5.200895658800987
bible,1,gov,25,flores,292.04723275129396,-999.9999999980669,635.4527769343194,127.82760118860412,-65.04288466928956,1.5463750732034978,11.680966880426258
bible,1,gov,25,bible,334.32357394835765,-988.7015448322138,999.9999999999999,-258.6071965118712,200.60407862596483,2.471052201010712,9.765264935898458
bible,1,gov,25,gov,439.8957570104341,-999.9999999999403,972.0663735803173,-501.96285747450287,419.14075863070826,0.46701151768511073,3.8701850417906
bible,1,gov,50,flores,128.2681883024365,-116.59400291746624,-129.50760258619883,-82.00508619662493,63.03138478308084,1.1349124006117467e-08,2.403921131266076
bible,1,gov,50,bible,17.318269681280466,3.5050043059768172,-71.23392065602977,6.688994227544043,5.521687223885742,2.94002387213998e-12,0.5274454462405037
bible,1,gov,50,gov,107.97302745966344,-125.1879331791371,-134.88684352249325,-33.80981314193437,105.16164730550037,1.388860985732874e-10,2.3424590750161123
bible,10,gov,1,flores,260.0871361902809,-999.999999932688,818.948471092579,88.03610931790911,-47.70303351007687,0.9694177805172453,7.872030688473825
bible,10,gov,1,bible,226.0613543640661,-999.9999996252998,915.2435344870852,126.69541136546087,-84.70321579269815,1.4042967868555944,11.361676680735975
bible,10,gov,1,gov,279.03051850031875,-999.9999999999999,959.553467754002,-33.1783818033397,50.66901130117662,1.261939741081183,10.026585603943523
bible,10,gov,10,flores,272.3615607814981,-999.999999999297,652.5487644134096,171.2148519210043,-98.05141171905383,1.2666558011668956,10.216698836102918
bible,10,gov,10,bible,348.44224930462997,-999.9999999998365,968.0285906088804,-256.841081193099,197.31914667091746,2.4573084702883627,9.671409714980243
bible,10,gov,10,gov,422.97787273033026,-999.9999999999999,989.171466984586,-462.93731385314027,382.4797446899911,0.792388638444797,5.690548731881134
bible,10,gov,25,flores,265.08506850695363,-999.9999999972665,642.9809396724946,204.85712667256533,-122.48940707691999,1.3208399839673404,10.662414889120853
bible,10,gov,25,bible,369.4272863643428,-999.9999999999375,963.9865358632564,-322.9344643373711,252.6319844532279,2.3645126407082864,9.07415064951048
bible,10,gov,25,gov,433.4570168960539,-999.9999999936337,987.9959707523345,-491.5032228793976,410.2616406863331,0.4080372306321888,2.0440393633947544
bible,10,gov,50,flores,130.6731020990179,-89.95785129066117,-105.45309514990979,-135.91733059249242,96.49709198084284,1.0529067031178951e-13,2.1729810235902267
bible,10,gov,50,bible,55.30527351028256,-47.486238584991995,-67.4533904619995,-34.015237495946636,38.51033467398245,5.723455275154409e-12,1.2256873916938829
bible,10,gov,50,gov,105.78944479816126,-99.96277298916661,-113.7296640535007,-71.11555261341891,127.38701129517631,4.689689769765838e-09,2.085179469452655
